0,1,2,3,class
,2.5,4.5,,2
4.3,3.0,1.1,0.1,0
,3.3,4.7,1.6,1
6.6,2.9,,,1
4.4,3.2,,,0
6.7,,4.4,1.4,1
5.5,2.3,4.0,1.3,1
6.8,2.8,4.8,1.4,1
,3.3,5.7,2.1,2
4.6,3.1,1.5,,0
,2.8,5.6,,2
6.9,,5.1,2.3,2
6.0,2.2,4.0,1.0,1
,,,,2
7.7,2.8,,2.0,2
4.9,3.6,1.4,0.1,0
5.7,2.9,4.2,1.3,1
,,6.7,,2
,3.0,4.2,1.2,1
6.1,,,1.4,1
,,5.1,1.8,2
,3.6,,2.5,2
5.1,3.4,1.5,0.2,0
6.7,2.5,5.8,1.8,2
7.4,2.8,,1.9,2
5.0,3.2,1.2,0.2,0
6.7,3.3,5.7,,2
6.7,,4.7,1.5,1
4.8,,1.9,,0
,2.5,5.0,,2
6.9,3.2,5.7,2.3,2
,,3.3,1.0,1
,3.1,5.6,2.4,2
5.1,,1.7,,0
6.1,3.0,4.9,,2
4.9,3.1,1.5,0.2,0
5.1,3.8,1.9,0.4,0
5.0,3.5,1.6,0.6,0
5.2,2.7,3.9,1.4,1
6.2,2.2,4.5,,1
,,4.9,1.5,1
7.1,3.0,,2.1,2
6.0,3.0,,1.8,2
,3.5,1.3,0.2,0
5.1,3.8,1.6,0.2,0
,2.5,3.0,1.1,1
,,4.4,1.3,1
5.6,3.0,4.1,,1
6.3,,5.1,1.5,2
5.0,,1.4,,0
5.8,,,1.0,1
5.6,2.8,4.9,2.0,2
5.3,3.7,1.5,0.2,0
5.6,3.0,4.5,1.5,1
7.6,3.0,6.6,2.1,2
5.5,,3.8,1.1,1
,2.7,5.1,1.9,2
6.4,3.1,5.5,1.8,2
5.7,,1.7,,0
6.6,3.0,4.4,1.4,1
2.9137364031424546,3.9,1.3,2.875994257441185,0
6.5,3.0,5.5,1.8,2
8.742655216742863,2.6,6.9,2.3,2
6.8,3.0,9.50284721413799,-2.0057729807050233,2
5.4,3.7,-0.5351445499312466,2.851442935820931,0
5.4,4.076075673474727,4.5,1.5,1
6.5,3.2,5.1,2.0,2
6.4,3.2,5.3,2.3,2
4.132124095470083,3.1,1.5,0.1,0
6.3,3.3,6.0,3.1508929473692473,2
9.902389866364354,3.0,4.6,-0.899087621117193,1
5.8,1.7411057639499739,4.0,1.2,1
5.0,3.4,1.6,0.4,0
3.740109149770602,4.019647576495759,-0.5532138128949828,-1.1414117322785102,2
5.6,2.9,-0.12831782769342803,1.3,1
7.0,3.2,4.7,1.4,1
4.5,2.3,1.3,0.3,0
2.8141388096074147,1.75937723617606,1.4,3.5412057995539556,0
2.468392988088632,2.3,3.3,1.0,1
5.7,1.6367998205021153,-1.4898163013782457,1.3,1
4.115591506565909,0.9447782702639133,4.5,1.5,1
3.432876295872842,2.8,0.804021036092629,1.2,1
5.7,2.6,3.5,1.0,1
4.8,3.4,1.6,0.2,0
5.8,4.0,9.044247304350439,0.2,0
7.2,3.0,5.8,1.6,2
4.9,3.0,1.4,3.8497456991788175,0
6.3,1.388903216654284,4.9,1.8,2
4.8,5.066044557104113,1.4,-1.7429783028292576,0
4.2075698798694825,2.5,4.0,3.3534809105641523,1
6.0,2.7,5.1,1.6,1
3.8670660263581738,1.5728422754623625,1.4,0.2,0
1.5582289622900345,2.4,3.7,1.0,1
4.4,4.591657316377264,1.3,-1.691721592368172,0
5.0,2.0,3.5,-0.19597831333713422,1
6.0,3.4,4.5,1.6,1
4.8,3.0,1.4,0.1,0
6.0,2.2,5.0,1.5,2
6.5,3.0,5.8,2.2,2
5.4,3.4,1.7,3.1729240104127725,0
9.024980047756213,4.0783830130132035,5.4,2.3,2
5.5,2.6,8.77426629377779,1.2,1
5.9,3.0,0.1618359062206398,1.5,1
9.474457035657972,3.7,1.5,0.4,0
5.6,2.7,4.2,1.3,1
9.301743704309219,2.8,4.8,1.8,2
3.4494950249602865,4.07987379373754,5.1,2.4,2
5.0,3.0,1.6,-1.0102741156769295,0
6.4,4.385895835597619,5.6,2.2,2
4.8,4.0728577496551575,1.6,3.5169692294849675,0
6.5,1.8392725246039385,8.040115230331288,1.5,1
5.2,3.5,1.5,0.2,0
6.5,3.0,5.2,2.0,2
6.2,2.9,4.3,1.3,1
6.9,3.1,5.4,2.1,2
4.6,5.144787561236672,1.0,0.2,0
8.099302598927473,3.8,1.5,0.3,0
6.8,3.2,5.9,2.3,2
4.7,4.917385273245799,1.3,-0.9891133149514018,0
6.7,3.0,5.0,1.7,1
