0,1,2,3,class
,2.5,4.5,,2
4.3,3.0,1.1,0.1,0
,3.3,4.7,1.6,1
6.6,2.9,,,1
,3.2,,,0
6.7,,4.4,1.4,1
5.5,2.3,4.0,1.3,1
6.8,2.8,4.8,1.4,1
,3.3,5.7,2.1,2
4.6,3.1,,,0
,2.8,5.6,,2
,,5.1,2.3,2
6.0,2.2,4.0,1.0,1
,,,,2
7.7,2.8,,,2
4.9,,1.4,0.1,0
5.7,2.9,4.2,,1
,,6.7,,2
,3.0,4.2,1.2,1
6.1,,,1.4,1
,,5.1,1.8,2
,3.6,,,2
5.1,3.4,1.5,0.2,0
6.7,2.5,,1.8,2
,2.8,,1.9,2
5.0,,1.2,,0
,3.3,5.7,,2
,,4.7,1.5,1
4.8,,,,0
,2.5,5.0,,2
6.9,,5.7,,2
,,,1.0,1
,3.1,5.6,2.4,2
5.1,,1.7,,0
6.1,3.0,,,2
,3.1,,,0
5.1,3.8,1.9,0.4,0
5.0,,1.6,0.6,0
5.2,,3.9,1.4,1
6.2,2.2,4.5,,1
,,,1.5,1
7.1,,,2.1,2
6.0,3.0,,,2
,3.5,1.3,0.2,0
5.1,,1.6,0.2,0
,2.5,3.0,,1
,,4.4,1.3,1
5.6,3.0,,,1
6.3,,5.1,1.5,2
5.0,,1.4,,0
,,,1.0,1
5.6,2.8,4.9,2.0,2
5.3,3.7,1.5,0.2,0
5.6,,,,1
,3.0,6.6,2.1,2
5.5,,,1.1,1
,2.7,5.1,1.9,2
6.4,3.1,,1.8,2
5.7,,1.7,,0
6.6,3.0,4.4,1.4,1
7.936993137986468,3.9,1.3,2.844389160132094,0
6.5,3.0,5.5,1.8,2
3.8374987321508853,2.6,6.9,2.3,2
6.8,3.0,-1.5635635255432339,-0.8144384742449455,2
7.7073000787834625,3.7,9.038623751650627,2.513257610402806,0
5.4,0.823121899627228,4.5,1.5,1
6.5,3.2,5.1,2.0,2
6.4,3.2,5.3,2.3,2
10.141737036302905,3.1,1.5,0.1,0
6.3,3.3,6.801244288499507,4.205737126326535,2
10.343795823076242,3.0,4.6,3.833960809888628,1
10.32792718129933,4.324319087624216,4.0,1.2,1
5.0,3.4,1.6,0.4,0
8.536668359429752,5.128872088387906,11.443549289526636,2.9100254342726615,2
5.6,2.9,7.509328505624025,2.995983087756627,1
7.0,-0.038059183092556334,4.7,1.4,1
4.5,2.3,1.3,3.778401325620395,0
9.265423950361782,1.3095381303821712,1.4,-1.7122964747485434,0
1.6202123705336928,2.3,3.3,1.0,1
5.7,4.071954658362613,0.5460334447855937,1.3,1
8.702815362885639,5.059601067002312,4.5,1.5,1
3.3683234446331105,2.8,9.968852635526398,4.6266476438206015,1
5.7,2.6,3.5,1.0,1
4.8,3.4,-4.175296705486021,0.2,0
2.553033995023089,4.0,9.270560019252539,0.2,0
7.2,6.23906070332019,5.8,-2.009027515825276,2
9.022824205959635,3.0,1.4,3.08154927349711,0
9.767608956056533,5.303377264372363,4.9,1.8,2
4.8,5.2441692832825915,11.64608021264807,3.9147910747325376,0
10.470661303502835,2.5,4.0,3.198419993195344,1
6.0,4.799829914008279,5.1,2.847349530978855,1
2.8394520265487464,0.967976520871462,-1.1920917483164377,0.2,0
2.450612547610117,2.4,3.7,1.0,1
4.4,1.1203032223858234,1.3,0.04112703428688591,0
5.0,2.0,14.501348080901135,2.5211444138928423,1
9.465797994086678,3.4,-4.330963854818542,-1.4576096582645066,1
4.8,3.0,1.4,0.1,0
6.0,1.9646458295339322,5.0,1.5,2
6.5,4.304122527433169,5.8,2.2,2
5.4,3.4,1.7,0.05502917318049061,0
3.094485801951447,4.271326967022148,13.277647466773775,2.3,2
5.5,5.289235809497678,0.9295045879079877,1.2,1
5.9,3.0,-0.10932799338586552,4.282408404671322,1
9.53018714934908,3.7,1.5,0.4,0
5.6,5.341929080783289,4.2,1.3,1
8.865693383980604,2.8,4.8,3.8511945681443707,2
8.628794453553041,5.107444459336677,5.1,2.4,2
5.0,3.0,-2.7165224445528358,2.8978428255970496,0
6.4,1.5191554953569164,5.6,2.2,2
4.8,4.110877779791532,1.6,3.048238588310743,0
1.95850074460532,4.5465993461638305,-1.6895255357366694,1.5,1
5.2,3.5,1.5,0.2,0
6.5,3.0,5.2,2.0,2
6.2,1.4599907449708698,-4.434332677036282,-2.215748995758874,1
0.6417721976355488,3.1,5.4,2.1,2
4.6,0.7806139266730038,13.049857295479145,0.2,0
4.277997098467031,3.8,1.5,0.3,0
6.8,3.2,9.868218984040048,2.3,2
4.7,1.2149333830100655,1.3,3.067437679884412,0
6.7,3.0,5.0,1.7,1
