0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,class
0.0,0.0,-0.725990782276104,0.0,-0.2285199850523969,0.0,4.016163249333788,0.0,-0.8490397009947532,7.759827771903014,-0.102842315432964,1.9,0.0,-2.119179483742211,-0.4710507625111551,0.23,-1.7181159886926891,5.624425394219967,-1.6292784407563323,0.23,1.19,0.0,0.0,0.0,28.888876266081084,9.595623116024882,0.0,4.5327627832280815,0.0,-0.6159953919683154,-3.0679206211894487,0.0,0.0,0.0,-3.4251762585197776,4.908837033922552,0.0,0.0,-2.257894194373362,0.0,3.113043687958184,-0.7466854408641255,0.0,6.579273975180131,0.0,-3.800152860031415,0.0,0.0,2.472165935147105,0.112,0.0,10.691220187114796,1.830939336088388,1.206887599516214,562.5271418557318,-158.0,543.0,1
-0.1807765903687433,0.0,3.8246569872976375,15.069752101557594,-2.616389204118646,0.25,5.055239218286346,-1.377491195402011,0.0,-3.7364678663263295,-0.6229266645573217,0.25,0.0,3.095660323599523,3.305661606618709,0.0,-1.3770984190259157,0.25,11.652911119743797,-0.4211506350100089,0.0,0.0,0.0,0.0,-0.0095217812554402,-5.5092016841990965,47.79736481132517,-0.5189375939925562,9.120577413721827,1.0,0.0,0.0,-0.6315787118971823,0.0,0.0,-1.4672444213960762,4.844884806441396,0.0,0.0,-0.4877537647698196,-1.7004769762872038,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.9726135824834845,0.153,-0.7620618997701325,6.7870932245813576,0.0,1.4546647208292702,555.309581037109,26.0,4243.0,0
3.0153486619706245,0.05,0.58,-4.237252074465231,6.208490483600624,2.839648473094027,3.145146833154124,0.0,2.9302693955845065,6.657774545259714,0.34,1.27,0.34,0.0,0.0,0.58,0.05,0.17,3.01,2.61,13.075308528593911,0.0,-1.036582229441371,-1.2111740019787678,0.0,0.0,0.0,8.65060039660387,-2.35598129325091,-2.0452976806380296,7.189590940997311,-0.4890441446517954,-1.5213837954768854,0.0,5.651444323986333,6.0065534028600975,0.0,0.0,0.0,0.0,6.722630634090373,0.0,2.9495731545986303,0.0,0.0,0.0,-0.0325669281355119,-0.8030838382627498,0.0,-0.5520757908857508,0.0,0.127,-0.8652468270405754,0.027,355.8266624640735,131.0,1107.0,1
0.24,21.296804038965814,0.49,13.595250382335328,0.0,0.0,0.0,2.859385185138548,-0.678450799405998,0.24,0.0,-1.7688133328653008,2.749900985680494,2.7330842730454963,2.7003430709995744,0.0,0.0,5.176778298906093,1.23,0.0,0.24,0.0,0.0,1.7360709011116482,-3.7564523685166833,6.096652063347629,0.0,0.49,9.070304174526123,5.736663173988102,5.483840339935349,0.0,0.0,4.362187507884976,0.49,4.574778097569234,-0.0719827791590477,0.0,0.0,5.506720066884762,0.0,-2.4690258240113288,-0.5935577333337736,0.0,9.785967608749774,0.0,0.74,0.0,0.029,-0.1665344449640641,0.119,0.0,0.0,0.0,358.039158693385,1656.0,336.0,0
0.31,0.2,4.547795203586396,0.0,0.0,0.62,5.899612404031718,0.62,-0.2812692932969435,0.93,0.0,0.62,0.31,0.0,4.264079372444443,7.098836719905855,0.2,1.56,1.87,0.41,-3.225277499203475,0.0,0.62,0.72,0.0,6.40243497213939,0.0,4.340116692946902,0.0,0.0,0.0,0.0,5.751815828167628,0.0,0.1,6.729486166361003,0.0,1.198664311615401,-0.4183177809027308,0.0,0.0,0.0,3.5265195274513497,5.561228760061581,7.579093825306352,-2.782796297487693,0.0,2.7649523547779413,0.0,2.734367583595824,0.7980216705450609,0.548,-0.6433063423790093,0.033,14.283,-985.0,-4238.0,1
1.23,26.310686728192607,3.6319908467113953,9.276509380125184,0.0,0.0,0.0,3.46372570287651,-0.644210677149774,0.0,-1.1316418876280985,2.46,2.878233448854373,-0.0888807326936214,2.291157675452145,0.0,5.715357037942821,-1.6850517217374676,-5.619839746312517,-4.396170151178506,15.981621039780796,-4.648558853722083,-0.6774948624726291,2.2589316140146662,0.0,0.0,0.0,0.0,-2.086918639887617,0.0,0.0,4.93889855088572,-3.6563165262491824,0.0,0.0,0.0,-1.90903048668306,0.0,0.0,6.151337312590952,-0.1706073701903494,10.229982960930815,0.0,0.0,-0.7182752138306912,-1.1601813264253442,-0.0007579630361929,3.619404124165921,-0.2774217149221876,0.0,-0.4927680989190846,0.843,0.0,0.0,2.0,2565.0,106.0,1
0.18,30.175928624281227,-2.0533066505126225,8.658742744678195,1.57,0.36,5.214645049107936,0.06,0.06,0.12,0.06,7.522467625602411,2.4970842999940204,-1.0698419849110703,0.0,0.0,0.72,0.06,4.48,-0.9902477111421012,1.15,-4.305422125204395,0.84,-1.7066040039528632,-1.690613074659174,0.0,0.0,0.0,-2.366853788358721,0.0,-1.6019748299569645,-1.421305768169194,5.727549612716627,-0.4323324490584093,0.0,4.727595457867786,5.196916498766285,-0.6708756707678444,0.0,-1.008241059259832,0.0,0.0,0.06,0.0,-1.986465262638469,0.0,-0.2773708377095845,-0.2892467125158411,-0.5709482380972357,-0.7647297332372427,0.7862744279090739,6.459740615663132,0.167,-0.5159944588249267,1.733,-518.0,442.0,1
-0.8008229503414923,0.0,5.301941662720371,0.0,-2.525683415666308,-0.9854587657636892,2.777905308471223,0.0,0.0,7.88837338277252,2.0,2.0,0.0,0.0,0.0,0.0,-1.1163508835544371,0.0,2.0,4.470399176096191,-7.603729891454289,12.41818021506821,4.931558650620766,0.0,0.0,0.0,28.754713907811063,0.0,-2.395568414603466,-0.7705151243557693,4.547280302834468,0.0,0.0,-2.328251527819416,6.059123748389249,0.0,5.020248609254023,-0.065186181190602,0.0,0.0,0.0,-0.9116045315228628,2.469390491425602,0.0,0.0,0.0,0.0,0.0,-0.2268368472062536,0.0,0.0,0.0,1.6856521279754937,-0.4904644887336495,5.888,1774.0,53.0,0
4.120596924201887,0.0,0.17,0.0,1.52,0.35,3.424142072377703,0.05,0.05,0.05,0.05,0.52,-0.0603270118448806,0.05,0.0,0.0,-2.086245828131037,-3.224815202644632,-4.3585527452114725,4.748519214270687,13.329518910185383,-0.9156481014910548,0.82,0.05,0.0,-1.985445892679336,0.0,-1.593947311063117,9.723446583258736,0.0,0.0,0.0,0.0,-0.7270965154450594,5.091347584295493,0.0,-1.6588604786314145,0.0,-0.858164943973287,0.0,0.0,6.803140786910971,-0.5727843930812743,5.63498935686586,7.452705288393021,11.967593023842085,0.0,0.0,0.01,0.052,-0.28648717601539,0.01,-1.1906174180676037,0.0,-167.28524082271426,13.0,462.0,1
0.0,0.0,0.15,0.0,0.3,0.0,-0.3560498904729967,0.0,-1.3701397027867532,0.0,0.3,-1.8138997219072583,2.8098902067359366,0.0,0.0,-2.440703244444734,0.0,1.53,-2.18073360191999,-1.735199138902535,0.0,15.163269792398092,-0.1224305836108565,0.0,-15.804374602215798,0.0,-4.17762946716406,5.946769711484559,-0.6184588971589269,0.0,-0.1613893791004281,8.216633378304262,0.0,0.0,0.0,0.0,0.3,1.1823706198111883,0.0,-2.006453302117279,-1.14000349271602,0.0,2.614355932398928,0.0,0.0,7.328506535306664,-0.1177061268205506,-1.0082255741760542,-0.2308420683805473,-0.8387798356661365,0.0,0.732,-0.4969301721676696,1.4132041664042077,328.01393889990896,-405.0,6342.0,1
0.0,0.0,5.708877767158889,-1.305611053695177,-2.2018643910223044,0.0,-0.3228640370983011,0.0,0.0,0.0,0.0,0.0,0.0,-1.1088865457043118,-1.7616659811394093,0.0,3.686111699906484,4.845592856032142,15.108518387951769,-5.474524538509118,-1.759658418398537,11.3032775284473,0.0,-0.3119694102087549,-3.426701816381888,0.0,0.0,4.366578316088022,5.563397255369919,6.658214048434872,8.46872151001816,0.0,0.0,6.967790744798869,-2.7145427278894108,-1.8469541901307616,-3.096393364337419,0.0,-2.262444378525265,0.0,-1.383798693646043,0.0,0.0,0.0,-2.510235355440152,11.375070681784972,0.4016282788969398,2.754187104667801,0.0,0.0,-0.7955565573936282,-4.969335501317929,0.0,0.0,4.25,2132.0,17.0,0
0.64,-11.565552598728772,6.98620203991864,-3.055260427307611,1.93,0.0,-1.5055263294452454,0.0,2.1234579945493386,0.0,2.800911730288988,6.722775455471518,-0.4209236571568437,0.0,-1.442684976516842,1.29,0.64,0.0,-2.482620287128262,0.0,15.504306637606554,0.0,-0.9071618985454256,0.0,0.0,6.910442044095564,0.0,0.0,0.0,0.0,4.220750251801202,-1.1243282199260434,-0.1720959395264651,-1.8557919414357813,-1.2492044960646551,0.0,0.0,0.0,0.0,0.0,-2.776391989803834,-0.9691792242357684,-0.6814195879355938,0.0,0.0,0.0,0.0,0.0,-0.4404931830478343,0.0,-0.259410327312311,-0.9795155280588688,0.37,0.0,2.44,-549.0,-227.0,1
