0,1,2,3,4,5,6,7,class
1.0,0.51,0.395,0.13,0.6025,0.2806666666666666,0.143,0.162,0
1.0,0.47,0.37,0.135,0.4705,0.1845,0.1055,0.155,1
2.0,0.6,0.465,0.155,0.7397,0.6245,0.2455,0.33,1
1.0,0.555,0.45,0.175,0.738,0.304,0.1755,0.2149545454545454,1
2.0,0.375,0.29,0.1,0.276,0.1175,0.1608043478260869,0.085,1
1.3157894736842106,0.525,0.425,0.12,0.702,0.3335,0.1465,0.22,1
1.3157894736842106,0.38,0.275,0.095,0.1375,0.086,0.0585,0.0605,0
1.0,0.44,0.385,0.09,0.35,0.148,0.067,0.105,0
1.0,0.52,0.385,0.115,0.7397,0.2555,0.156,0.143,1
1.0,0.55,0.42,0.135,0.7397,0.3995,0.1485,0.23,1
1.3157894736842106,0.365,0.275,0.135,0.24,0.108,0.0445,0.0735,0
1.0,0.31,0.235,0.09,0.127,0.048,0.031,0.04,0
1.3157894736842106,0.55,0.44,0.16,0.991,0.348,0.168,0.375,1
2.0,0.55,0.44,0.155,0.9155,0.2806666666666666,0.195,0.25,0
2.0,0.645,0.505,0.185,1.463,0.2806666666666666,0.3905,0.416,1
2.0,0.535,0.385,0.13,0.8055,0.301,0.181,0.28,1
1.0,0.28,0.205,0.055,0.1135,0.2806666666666666,0.0275,0.0335,0
2.0,0.575,0.455,0.155,1.013,0.2806666666666666,0.2085,0.295,1
1.0,0.57,0.45,0.135,0.794,0.3815,0.1415,0.2149545454545454,0
1.0,0.66,0.525,0.215,1.786,0.2806666666666666,0.3615,0.4065,1
1.3157894736842106,0.545,0.43,0.14,0.687,0.2615,0.1405,0.25,1
