0,1,2,3,4,5,6,7,class
1.0,0.425,0.34,0.1380709219858156,0.389,0.2015,0.0905,0.088,0
1.0,0.655,0.515,0.145,1.25,0.5265,0.283,0.315,1
2.0,0.63,0.48,0.185,1.21,0.3616476608187134,0.2555,0.322,1
0.0,0.705,0.55,0.2,1.7095,0.633,0.1803611898016997,0.49,1
1.0994236311239194,0.345,0.27,0.095,0.197,0.0665,0.05,0.07,1
2.0,0.445,0.35,0.1380709219858156,0.3615,0.1565,0.0695,0.117,0
0.0,0.61,0.48,0.19,1.2955,0.5215,0.3225,0.365,1
0.0,0.6,0.45,0.15,0.9625,0.4375,0.2225,0.2363059914407989,1
0.0,0.53,0.4,0.165,0.772,0.2855,0.1803611898016997,0.23,1
1.0994236311239194,0.585,0.46,0.14,0.7635,0.326,0.153,0.265,1
2.0,0.485,0.37,0.13,0.526,0.2485,0.105,0.1555,0
1.0,0.52,0.41,0.1380709219858156,0.646,0.2965,0.1595,0.165,1
2.0,0.58,0.445,0.1380709219858156,0.9525,0.4315,0.1945,0.287,1
0.0,0.5185211267605634,0.44,0.15,0.863,0.435,0.149,0.27,1
1.0,0.405,0.31,0.1380709219858156,0.312,0.138,0.06,0.087,0
2.0,0.66,0.52,0.1380709219858156,1.558,0.755,0.298,0.4,1
2.0,0.505,0.4,0.15,0.775,0.3445,0.157,0.185,0
0.0,0.5185211267605634,0.465,0.17,0.9915,0.3865,0.224,0.265,1
2.0,0.5185211267605634,0.465,0.175,1.035,0.401,0.1865,0.385,1
0.0,0.62,0.475,0.16,1.3245,0.3616476608187134,0.233,0.3275,1
1.0,0.365,0.4060434173669467,0.08,0.1985,0.0785,0.0345,0.053,0
0.0,0.58,0.46,0.18,1.0515,0.4095,0.2595,0.276,0
0.0,0.5185211267605634,0.325,0.105,0.3635,0.159,0.077,0.12,1
0.0,0.47,0.375,0.12,0.6015,0.2765,0.1803611898016997,0.135,0
2.0,0.545,0.43,0.155,0.8035,0.409,0.144,0.2363059914407989,0
