0,1,2,3,4,5,6,7,8,9,class
2.0,4.0,11.0,6.0,1.0,4.0,4.0,0.7320954907161804,40.0,39.0,0
2.0,5.0,15.0,2.455040871934605,3.0,0.0,4.0,1.0,45.0,39.0,1
2.0,4.0,10.341269841269842,2.0,4.0,0.0,4.0,1.0,50.0,39.0,1
2.0,4.0,4.0,2.455040871934605,3.0,1.0,4.0,1.0,40.0,26.0,0
2.0,4.0,11.0,2.0,10.0,0.0,4.0,0.7320954907161804,40.0,39.0,0
4.0,4.0,6.0,2.0,7.0,0.0,4.0,1.0,40.0,39.0,0
2.0,4.0,9.0,4.0,13.0,1.2032520325203253,4.0,0.0,40.0,39.0,0
2.0,4.0,11.0,2.0,3.0,0.0,4.0,1.0,41.28647214854112,39.0,1
2.0,4.0,11.0,0.0,1.0,3.0,3.747282608695652,0.0,40.0,39.0,0
0.0,4.0,15.0,4.0,8.0,3.0,4.0,0.0,40.0,33.0,0
2.0,4.0,12.0,2.0,10.0,0.0,4.0,1.0,45.0,39.0,1
2.0,2.0,12.0,2.455040871934605,10.0,1.0,4.0,0.0,35.0,39.0,0
2.0,4.0,0.0,2.455040871934605,3.0,0.0,4.0,1.0,40.0,39.0,0
2.0,4.0,11.0,4.0,8.0,4.0,4.0,0.0,35.0,39.0,0
2.0,1.0,9.0,2.0,1.0,0.0,3.747282608695652,1.0,35.0,39.0,1
4.0,0.0,10.341269841269842,2.0,0.0,0.0,4.0,1.0,30.0,39.0,1
4.0,5.0,11.0,2.0,12.0,0.0,4.0,1.0,30.0,39.0,0
4.0,4.0,1.0,2.0,3.0,0.0,4.0,0.7320954907161804,40.0,39.0,0
2.0,4.0,9.0,2.0,13.0,0.0,4.0,1.0,43.0,39.0,1
4.0,1.0,10.341269841269842,2.0,13.0,0.0,4.0,1.0,40.0,39.0,1
2.0,4.0,0.0,2.0,14.0,0.0,4.0,1.0,80.0,39.0,1
2.0,4.0,11.0,2.455040871934605,14.0,0.0,4.0,1.0,40.0,39.0,1
4.0,6.0,7.0,0.0,13.0,1.0,4.0,1.0,40.0,39.0,0
2.0,6.0,9.0,2.0,13.0,0.0,4.0,1.0,41.28647214854112,39.0,1
2.0,4.0,11.0,0.0,12.0,1.0,4.0,1.0,60.0,37.08533333333333,1
2.0,4.0,11.0,2.0,6.630890052356021,0.0,4.0,1.0,40.0,39.0,1
0.0,4.0,11.0,2.455040871934605,6.0,3.0,4.0,1.0,40.0,39.0,0
1.0,4.0,9.0,4.0,4.0,1.2032520325203253,4.0,0.0,40.0,39.0,0
4.0,7.0,10.0,2.0,10.0,0.0,4.0,0.7320954907161804,50.0,39.0,1
2.0,4.0,15.0,2.455040871934605,12.0,0.0,4.0,1.0,48.0,39.0,1
2.0,4.0,12.0,2.0,4.0,1.2032520325203253,4.0,1.0,50.0,39.0,1
4.0,4.0,11.0,0.0,8.0,1.0,4.0,0.0,41.28647214854112,39.0,0
2.0,6.0,7.0,4.0,12.0,3.0,4.0,1.0,50.0,39.0,0
2.0,5.0,11.0,2.0,4.0,0.0,3.747282608695652,1.0,55.0,39.0,1
1.0,6.0,6.0,4.0,3.0,1.2032520325203253,4.0,1.0,15.0,39.0,0
0.0,4.0,15.0,4.0,12.0,3.0,4.0,1.0,25.0,39.0,0
2.0,4.0,11.0,2.0,4.0,1.2032520325203253,4.0,1.0,50.0,39.0,1
2.0,4.0,9.0,2.0,6.630890052356021,0.0,2.0,1.0,40.0,39.0,1
2.0,4.0,15.0,4.0,13.0,1.0,4.0,0.0,50.0,39.0,1
4.0,4.0,9.0,2.0,10.0,0.0,4.0,1.0,50.0,39.0,1
1.0,4.0,15.0,4.0,14.0,1.0,4.0,1.0,41.28647214854112,39.0,0
0.0,4.0,11.0,4.0,6.630890052356021,3.0,4.0,1.0,40.0,39.0,0
1.0,4.0,15.0,2.0,6.630890052356021,0.0,4.0,1.0,40.0,39.0,0
2.0,6.0,9.0,2.0,12.0,5.0,4.0,0.0,60.0,39.0,1
0.0,4.0,11.0,4.0,6.630890052356021,2.0,4.0,0.0,35.0,39.0,0
2.0,4.0,9.0,2.0,3.0,3.0,4.0,1.0,40.0,37.08533333333333,1
