0,1,2,3,4,5,6,7,8,9,class
2.0,4.0,11.0,0.0,3.0,1.0,4.0,0.8275862068965517,50.0,39.0,0
2.0,4.0,7.0,4.0,12.0,3.0,4.0,1.0,50.0,39.0,0
2.0,5.0,15.0,2.0,10.0,5.0,4.0,0.8275862068965517,40.0,0.0,1
2.0,6.0,9.0,2.0,4.0,0.96875,4.0,1.0,60.0,39.0,1
1.0,4.0,15.0,4.0,3.0,3.0,4.0,0.0,40.0,39.0,0
2.333333333333333,4.0,9.0,4.0,4.0,1.0,4.0,1.0,55.0,39.0,1
4.0,4.0,9.0,2.0,4.0,0.0,4.0,1.0,50.0,39.0,1
2.0,4.0,11.0,2.0,3.0,0.0,4.0,1.0,42.903225806451616,39.0,1
2.0,4.0,11.0,2.0,3.0,0.0,4.0,0.8275862068965517,50.0,39.0,0
1.0,4.0,5.0,2.3142857142857145,3.0,1.0,4.0,1.0,40.0,39.0,0
4.0,4.0,9.0,2.0,4.0,0.0,4.0,0.8275862068965517,40.0,39.0,1
1.0,4.0,11.0,2.0,14.0,0.0,4.0,0.8275862068965517,52.0,39.0,1
2.0,4.0,9.0,0.0,6.714285714285714,4.0,4.0,0.0,40.0,39.0,1
2.0,4.0,10.558823529411764,2.0,3.0,0.0,4.0,1.0,50.0,39.0,1
2.0,4.0,11.0,2.0,1.0,0.0,4.0,0.8275862068965517,40.0,39.0,0
2.0,4.0,11.0,2.0,3.0,0.0,4.0,1.0,42.903225806451616,39.0,0
2.0,4.0,9.0,2.0,13.0,0.0,4.0,1.0,40.0,39.0,0
1.0,2.0,9.0,2.0,10.0,0.0,4.0,1.0,60.0,11.0,1
4.0,2.0,11.0,2.0,11.0,0.96875,4.0,1.0,40.0,39.0,1
2.0,4.0,11.0,2.0,3.0,0.0,3.878787878787879,1.0,40.0,39.0,1
2.0,4.0,8.0,2.0,12.0,0.0,4.0,1.0,42.903225806451616,39.0,1
2.0,7.0,10.558823529411764,4.0,13.0,1.0,4.0,0.0,40.0,39.0,0
4.0,0.0,11.0,2.0,0.0,0.96875,4.0,1.0,40.0,39.0,1
4.0,4.0,14.0,2.0,10.0,0.0,4.0,1.0,40.0,34.857142857142854,1
2.0,4.0,12.0,2.0,4.0,0.0,4.0,1.0,45.0,39.0,1
4.0,2.0,11.0,2.0,8.0,0.0,3.878787878787879,1.0,40.0,39.0,0
4.0,2.0,15.0,2.0,11.0,0.0,4.0,1.0,42.903225806451616,39.0,1
2.0,4.0,11.0,2.0,4.0,0.0,4.0,0.8275862068965517,50.0,39.0,1
2.333333333333333,4.0,12.0,2.0,10.0,0.0,4.0,1.0,38.0,39.0,1
1.0,4.0,11.0,2.0,3.0,0.0,4.0,1.0,40.0,39.0,0
2.0,4.0,9.0,0.0,12.0,1.0,2.0,1.0,40.0,39.0,1
4.0,7.0,14.0,2.0,10.0,0.96875,4.0,1.0,40.0,39.0,1
