0,1,2,3,4,5,6,7,8,9,class
2.0,5.0,9.0,2.34375,4.0,1.0,4.0,1.0,50.0,39.0,0
2.0,4.0,8.0,2.0,7.0,0.0,4.0,1.0,40.0,39.0,1
1.0,3.963815789473684,11.0,4.0,1.0,3.0,4.0,0.0,40.0,39.0,0
2.0,6.0,8.0,2.0,5.0,0.0,4.0,1.0,60.0,39.0,1
2.0,4.0,11.0,5.0,8.0,1.0,2.0,0.0,45.0,23.0,0
2.0,4.0,14.0,2.0,10.0,1.1459016393442625,4.0,1.0,48.0,0.0,1
2.0,4.0,15.0,2.0,4.0,1.1459016393442625,4.0,1.0,50.0,39.0,1
1.0,3.963815789473684,15.0,2.0,0.0,0.0,4.0,1.0,5.0,39.0,0
4.0,2.0,9.0,6.0,10.0,1.0,4.0,0.0,40.0,39.0,1
2.0,4.0,9.0,4.0,13.0,1.0,4.0,0.0,40.0,39.0,0
2.0,4.0,11.0,2.0,3.0,0.0,4.0,1.0,25.0,39.0,0
2.0,7.0,9.0,0.0,4.0,1.0,4.0,1.0,40.0,39.0,0
1.0,2.0,12.0,4.0,10.0,1.0,4.0,1.0,40.0,36.95230263157895,1
2.0,4.0,11.0,0.0,1.0,3.0,4.0,0.0,40.0,39.0,0
1.0,1.0,15.0,2.0,11.0,0.0,4.0,1.0,41.9392446633826,39.0,1
1.0,6.0,11.0,2.0,3.0,0.0,3.686274509803922,1.0,40.0,39.0,1
2.0,4.0,9.0,4.0,12.0,4.0,4.0,0.0,32.0,39.0,0
4.0,4.0,11.0,2.34375,1.0,1.0,4.0,0.0,27.0,39.0,0
2.0,4.0,11.0,0.0,3.0,1.0,4.0,1.0,50.0,39.0,0
0.0,4.0,15.0,4.0,8.0,3.0,4.0,0.0,40.0,33.0,0
2.0,4.0,15.0,2.0,6.991816693944354,0.0,4.0,1.0,36.0,39.0,1
2.0,2.0,12.0,0.0,10.0,1.0,4.0,0.0,35.0,39.0,0
4.0,6.0,14.0,2.0,10.0,0.0,4.0,1.0,40.0,39.0,1
1.0,4.0,15.0,4.0,12.0,1.0,2.0,0.0,37.0,39.0,0
