0,1,2,3,4,5,6,7,8,9,class
2.0,4.0,4.0,3.0,3.0,1.0,3.731707317073171,1.0,40.0,26.0,0
2.0,4.0,9.0,4.0,13.0,1.0,4.0,0.0,43.66265060240964,39.0,0
1.0,4.0,15.0,2.0,3.0,0.8941176470588236,4.0,1.0,56.0,39.0,0
2.0,4.0,15.0,2.0,8.0,0.0,2.0,1.0,43.66265060240964,39.0,0
2.0,4.0,15.0,2.0,3.0,0.0,4.0,1.0,36.0,36.44155844155844,1
4.0,4.0,9.0,2.0,6.209302325581396,0.0,4.0,1.0,40.0,39.0,1
4.0,6.0,10.870588235294118,2.0,10.0,0.0,4.0,1.0,40.0,39.0,1
2.0,6.0,12.0,2.0,4.0,0.8941176470588236,4.0,1.0,40.0,39.0,1
2.3780487804878048,7.0,10.0,2.0,10.0,0.0,4.0,1.0,50.0,39.0,1
2.0,4.0,9.0,2.0,4.0,0.0,3.731707317073171,1.0,50.0,39.0,1
2.3780487804878048,2.0,12.0,2.0,10.0,0.0,4.0,1.0,45.0,39.0,1
2.0,4.0,15.0,2.2048192771084336,12.0,0.0,4.0,1.0,55.0,39.0,0
2.0,4.0,7.0,2.0,12.0,0.0,4.0,1.0,43.66265060240964,39.0,1
4.0,2.0,11.0,2.0,6.209302325581396,0.0,4.0,1.0,40.0,39.0,1
2.0,4.0,11.0,2.0,3.0,0.0,4.0,1.0,40.0,36.44155844155844,0
2.0,1.0,11.0,0.0,1.0,1.0,3.731707317073171,0.0,52.0,39.0,0
2.0,4.0,15.0,0.0,10.0,1.0,4.0,0.0,40.0,39.0,0
1.0,4.0,15.0,5.0,6.0,1.0,2.0,1.0,40.0,36.44155844155844,0
2.0,4.0,9.0,2.0,10.0,0.0,3.731707317073171,1.0,45.0,2.0,1
2.0,7.0,14.0,2.0,10.0,0.0,4.0,1.0,50.0,39.0,1
4.0,1.0,11.0,2.0,1.0,0.0,4.0,1.0,40.0,39.0,0
2.0,4.0,15.0,2.2048192771084336,3.0,4.0,4.0,1.0,45.0,39.0,0
2.3780487804878048,4.0,11.0,2.0,4.0,0.0,4.0,1.0,40.0,39.0,1
4.0,6.0,10.0,2.0,4.0,0.0,4.0,1.0,2.0,36.44155844155844,0
1.0,4.0,9.0,2.2048192771084336,1.0,0.0,4.0,1.0,40.0,39.0,1
2.3780487804878048,6.0,11.0,2.0,4.0,0.0,4.0,1.0,45.0,39.0,0
4.0,5.0,10.870588235294118,2.0,4.0,0.0,4.0,1.0,50.0,39.0,1
2.0,6.0,9.0,2.0,10.0,0.0,4.0,1.0,43.66265060240964,39.0,1
4.0,4.057471264367816,9.0,2.0,4.0,0.0,4.0,1.0,40.0,39.0,1
2.3780487804878048,4.0,12.0,2.0,4.0,5.0,4.0,0.0,40.0,39.0,1
2.0,4.0,14.0,2.0,10.0,0.0,4.0,1.0,75.0,39.0,1
2.3780487804878048,4.0,12.0,2.0,10.0,0.0,4.0,1.0,45.0,39.0,1
2.0,4.0,10.0,0.0,6.209302325581396,4.0,4.0,0.0,65.0,39.0,1
2.0,4.0,11.0,2.0,3.0,0.0,4.0,1.0,40.0,39.0,0
2.0,5.0,9.0,2.2048192771084336,4.0,0.0,4.0,1.0,45.0,39.0,1
2.0,4.0,9.0,2.0,10.0,0.8941176470588236,4.0,1.0,60.0,21.0,1
2.0,4.0,11.0,4.0,1.0,3.0,3.731707317073171,1.0,40.0,39.0,0
4.0,4.0,4.0,2.0,3.0,0.0,4.0,1.0,43.66265060240964,39.0,0
2.0,5.0,11.0,2.0,4.0,0.0,4.0,1.0,43.66265060240964,39.0,1
2.0,1.0,9.0,2.0,4.0,5.0,3.0,0.0,40.0,39.0,1
4.0,4.057471264367816,11.0,2.0,3.0,0.0,4.0,1.0,40.0,39.0,1
2.0,4.0,6.0,2.0,6.0,0.0,4.0,1.0,45.0,36.44155844155844,0
2.0,4.0,6.0,2.0,3.0,0.0,3.731707317073171,1.0,40.0,26.0,0
1.0,4.0,11.0,0.0,4.0,0.8941176470588236,4.0,0.0,45.0,39.0,1
4.0,4.0,11.0,2.0,5.0,0.0,3.731707317073171,1.0,45.0,39.0,0
1.0,4.0,9.0,2.0,12.0,0.0,4.0,0.8181818181818182,45.0,39.0,1
4.0,4.0,12.0,4.0,4.0,1.0,3.731707317073171,0.0,60.0,39.0,1
