0,1,2,3,4,5,6,7,8,9,class
2.0,4.0,11.0,2.0,3.0,0.0,4.0,1.0,43.0,39.0,1
2.0,5.0,10.866666666666667,2.0,4.0,0.0,4.0,1.0,65.0,39.0,1
4.0,4.0,11.0,6.0,4.0,4.0,4.0,1.0,37.0,39.0,1
2.0,4.0,12.0,2.0,4.0,0.0,4.0,1.0,40.0,37.8,1
4.0,4.0,0.0,0.0,1.0,1.0,4.0,1.0,37.0,39.0,0
4.0,4.0,11.0,6.0,8.0,2.0,4.0,0.0,12.0,37.8,0
4.0,4.0,9.0,2.0,12.0,0.0,3.8666666666666663,1.0,6.0,39.0,0
2.0,2.0,8.0,2.0,4.0,1.375,4.0,1.0,40.0,39.0,1
1.0,4.0,15.0,2.8,10.0,1.0,4.0,1.0,15.0,39.0,0
2.0,4.0,11.0,2.0,4.333333333333333,0.0,4.0,1.0,60.0,39.0,1
2.0,4.0,11.0,2.8,1.0,5.0,4.0,0.0,40.0,39.0,1
4.0,6.0,15.0,6.0,3.0,1.0,4.0,0.0,8.0,39.0,0
2.5625,4.0,11.0,0.0,7.0,4.0,2.0,0.0,56.0,39.0,0
2.0,4.0,10.866666666666667,2.0,1.0,0.0,4.0,1.0,40.0,39.0,1
2.0,2.0,12.0,4.0,4.333333333333333,1.0,4.0,1.0,50.0,39.0,1
