0,1,2,3,4,5,6,7,class
-1.0,-0.0614358676353216,0.395,0.13,0.6025,-0.2827905096617314,0.143,0.162,0
1.0,0.425,0.34,0.105,0.389,-0.3507018926187416,0.0905,0.088,0
1.0,0.51,0.6165403313813984,0.3444885385951555,0.8415,0.3845,0.156,0.255,1
1.0,0.1456706368050727,0.515,0.145,1.25,0.5265,-0.1990627213398061,-0.1243158327742049,1
2.0,-0.1748021988035375,0.455,-0.0122763936623575,0.93,0.408,0.8435797584185727,0.22,1
2.0,0.9637385356043296,-0.0876134427429993,0.185,1.21,0.53,0.695872857885013,-0.4414756050766547,1
3.0,0.525,0.425,-0.0574146305296009,0.872,1.158386697569654,0.1725,0.199,1
3.0,0.255,0.185,0.2919768705380757,0.0925,-0.0829702147527315,0.021,0.025,0
0.0,0.345,0.8732640843208903,0.095,0.197,0.0665,0.6090258088591727,-0.0265015489107094,1
0.0,0.47,0.36,0.145,0.537,0.1725,0.1375,-0.3334022270418595,1
2.0,0.605,0.475,0.155,1.161,0.572,0.2455,0.275,1
-2.0,0.275,0.0632499040863996,0.075,0.1155,0.0485,0.029,0.035,0
2.0,1.0231973325564874,0.796044476560412,0.0087409789643809,0.3615,0.1565,-0.1996391878861922,1.0133787516538173,0
2.0,0.63,0.6597710746172116,0.0224952404809891,2.801570896597009,0.5845,0.6217824730508053,0.3,1
0.0,0.9555432527544288,0.455,0.165,2.5675717656361448,0.345,0.8645947386065856,0.315,1
1.0,0.52,0.4,0.145,0.66,0.267,-0.0432235444453035,0.22,1
4.0,0.61,-0.1772594967663905,0.19,1.2955,-0.4081741371000899,0.3225,0.365,1
0.0,0.72,-0.1293688538315035,0.18,3.762775354669338,-0.6193048508558802,-0.3222617191773951,0.501,1
-2.0,1.031026135615922,0.42,0.3065007579203366,-0.0747126285780981,0.239,0.1435,0.22,1
2.0,0.0547503135893743,0.395,0.248123281175442,0.5805,-0.2085321968557942,0.1335,0.188,1
2.0,0.65,0.485,0.16,3.195783489415643,-0.0134939145650246,-0.2389392184886388,0.3075,1
0.0,0.47,-0.018493683423387,0.13,0.472,-0.3622846657572214,0.114,0.15,1
0.0,0.465,0.36,0.3715301338265659,0.488,1.1637691454424504,0.0845,-0.7795548838723645,1
3.0,0.6,-0.1450984385670744,-0.0413322579172752,3.2751765100193424,1.5070940944670317,0.2225,0.2775,1
0.0,0.65,0.51,0.175,1.446,0.6485,-0.4859527094129536,-0.2140271655088161,1
3.0,0.53,0.4,0.165,-0.1954665964715742,2.0430955309882224,0.1975,-0.3021073185249556,1
1.0,0.475,0.365,0.2898502086846758,0.49,1.473722208269017,0.6158308765633165,0.7590793320433117,1
0.0,0.605,0.495,0.19,1.437,0.469,-0.0267631423712526,-0.2688376721868147,1
2.0,0.575,0.48,0.15,0.9465,2.0425670906950475,0.2605,0.9142175119539482,1
1.0,-0.0983327619559601,0.315,0.2580235461631524,0.355,0.1895,0.8369674234387318,1.056516544617783,0
1.0,0.8379308375199221,0.0312754978650416,0.045,0.0465,0.025,0.7289752034549746,1.0141639001087126,0
0.0,1.08463714898386,0.46,0.14,0.7635,-0.3517701436844679,0.153,0.265,1
2.0,0.8343799444708145,0.55,0.195,1.777,1.6293876896209412,0.740308508955341,-0.205564413662691,1
0.0,-0.257958733910602,0.63,0.215,2.657,1.488,0.4985,-0.1727102356246825,1
1.0,1.145261943223239,0.6063777637354746,0.4071697020033737,-0.4427446267090813,0.112,0.061,0.08,0
1.0,0.14,-0.0973007537103868,-0.060389735930386,-0.8601974621898849,0.005,0.0035,0.005,0
0.0,0.665,0.505,0.165,2.719455545571956,2.3861626401260563,0.3175,0.36,1
1.0,0.625,0.43,0.2571069575802055,1.411,1.4355755505603744,0.7168506089477009,0.395,1
3.0,0.52,0.405,0.14,0.8175,1.5750245668554244,0.183,0.26,1
2.0,1.018677713925349,0.48,0.14,1.031,-0.1453820158429352,0.2615,0.27,0
2.0,0.625,0.495,0.155,1.0485,0.487,0.5691150888065766,0.3215,1
1.0,0.45,0.35,0.0240044536092212,0.514,0.253,0.1045,0.8505573488423419,0
2.0,1.1664552279958198,0.5,0.17,3.908862904287065,0.4645,0.22,0.354,1
0.0,0.635,-0.1413815216320851,0.3015320162092965,1.073,0.467,0.5314097888805251,0.35,1
2.0,-0.1373138438822639,0.46,0.16,0.921,0.4005,-0.3526259788227897,0.8851253864068918,1
2.0,1.3012163289404952,0.42,0.14,0.7505,2.012936339368076,0.5777615441745676,0.255,1
3.0,0.59,0.48,0.16,1.262,-0.5092956055258645,0.2725,0.335,1
2.0,0.485,0.37,0.13,4.008649276703799,0.2485,0.105,0.1555,0
2.0,-0.0709397220992288,0.6858702067542062,-0.0206195232235982,0.681,0.3435,-0.0051463631098521,0.17,1
2.0,0.665,-0.0749857065936656,-0.0511172633795061,1.6385,1.420963486048877,0.3575,-0.2647002698935312,1
4.0,0.871943083690765,0.335,0.105,0.3535,0.156,0.05,0.1135,0
1.0,0.0961617144085474,0.41,-0.072290611082273,0.646,0.2965,0.1595,0.165,1
2.0,-0.1140274994650705,-0.0415059892037251,0.15,-0.2838489771828525,0.4315,0.7399007870495997,0.287,1
2.0,0.705,0.56,0.165,-0.90704039403908,-0.9534187827767322,-0.2056964905593724,0.776142711973741,1
2.0,0.415,-0.1410086528118425,0.14,-1.0403994248304915,0.1535,0.1015,0.144,1
3.0,0.405,0.31,0.09,0.312,-0.0180796314622084,0.06,0.087,0
2.0,1.036668684368674,0.06886274887086,0.15,1.1625,0.565,0.258,0.3085,1
3.0,0.55,0.465,0.15,0.936,0.481,-0.5439420261258997,0.2435,1
2.0,0.66,0.52,0.3318095350748132,1.558,-0.905857063306214,0.298,0.4,1
-2.0,0.585,0.7076400598230266,0.15,1.047,1.3558030632602087,0.276,-0.448636455715551,1
2.0,0.505,0.7705811228302576,0.15,0.775,0.3445,0.157,0.185,0
0.0,0.61,0.46,0.145,-1.3501099290844398,-0.2903678143493915,-0.3614876370022497,-0.101512471887098,1
0.0,0.42,0.33,0.125,-2.137106507973601,1.438340622692213,0.11,0.145,1
2.0,0.575,0.45,0.135,0.8715,0.45,0.6282799606934657,0.225,1
0.0,0.585,0.465,-0.0287755276681224,0.9915,0.3865,0.6708104680617081,-0.3542127323032062,1
2.0,0.555,0.425,0.3288582549843043,0.7665,-1.0662776151909612,0.168,0.275,1
1.0,0.36,0.28,0.105,0.199,0.0695,0.045,0.08,1
3.0,0.9786488867159188,0.43,-0.1890635026922623,0.8675,1.583348113736482,0.172,0.229,0
0.0,0.8435325137412297,0.405,-0.0473032182166433,0.646,0.2895,0.1405,0.177,1
2.0,0.63,0.7686180195833283,-0.0457478803020066,1.1745,0.5255,0.273,0.339,1
2.0,0.58,0.465,0.175,-0.5956802222941651,1.3841230083316445,0.1865,0.385,1
-1.0,0.45,-0.0633964580723583,0.115,0.5885,0.318,0.7037079694920858,1.1071759046734366,0
2.0,0.63,0.495,0.16,1.093,0.497,0.221,0.315,1
0.0,0.65,0.8972901406132543,0.175,1.4805,-0.7756286780125305,-0.2684435002652948,0.525,1
2.0,-0.060640463143809,-0.1035445845272759,0.2785338841839871,-0.7429982925046671,0.2635,0.168,0.245,1
1.0,0.44,1.0558341612256434,0.3270094021971282,0.365,0.1655,0.083,0.11,0
0.0,0.615,-0.0736042945841434,0.17,4.144303099684271,1.2241809399759924,0.2355,0.345,1
3.0,0.52,-0.0338569308933017,0.14,-0.1614410458006063,0.2945,0.1405,0.171,0
0.0,-0.1863027509578189,0.385,0.115,0.6785,0.2945,0.138,0.195,1
0.0,0.615,0.48,0.165,1.1615,2.049918712198939,0.301,0.305,1
2.0,0.8356769478145539,0.34,0.125,0.4495,0.165,-0.4892793391279899,0.144,1
0.0,0.62,0.475,0.16,-0.940585923982522,0.6865,0.233,0.7199780967134195,1
0.0,0.62,0.644076774314329,0.15,1.293,0.596,0.3135,-0.6171914599982539,1
3.0,0.7718475277190046,0.6101946684955006,-0.0020760718377765,0.3305,1.4092379290026558,0.6600808526813312,0.105,0
0.0,0.1092367410368866,0.602964372729531,0.3059959526326595,2.069,0.9285,-0.1581869433413544,0.643,1
1.0,0.0068885105512651,0.265,0.0120913819905291,-0.0721541457882191,0.122,0.0525,0.06,0
-1.0,0.365,0.255,0.08,0.1985,0.0785,0.0345,0.053,0
0.0,0.58,0.46,0.18,1.0515,1.649577669898298,0.2595,0.276,0
0.0,0.41,0.325,0.105,-0.6997642532037196,0.159,0.7621811167948875,0.8849322232358039,1
3.0,0.565,-0.1384724191025713,0.145,0.8495,0.4215,0.1685,0.225,0
2.0,0.505,0.405,0.11,3.31567699861618,0.305,0.16,0.175,1
0.0,0.47,0.375,0.12,-1.0068326109677002,0.2765,0.1455,0.135,0
