0,1,2,3,4,5,6,7,class
1.0,0.51,0.395,0.13,0.6025,0.281,0.143,0.162,0
0.0,0.425,0.34,0.105,0.389,0.2015,0.0905,0.088,0
2.0,0.505,0.8436335036138102,0.15,0.6415,0.246,0.152,-0.1443381246892706,1
1.0,0.1498503262564137,0.375,0.15,0.8415,0.3845,-0.2068056718049458,0.255,1
0.0,0.655,0.515,0.145,1.25,0.5265,-0.0680981021868646,0.315,1
2.0,0.58,0.455,0.17,0.93,0.408,-0.3660695299201206,0.22,1
2.0,0.7710094562552084,0.48,0.017502250593694,1.21,0.53,-0.0464256458674402,-0.1292263807854441,1
2.0,0.525,0.425,0.3137029905155748,0.872,0.4625,-0.1347982619074126,0.8038023104428389,1
3.0,0.705,0.0069599763614508,0.2,1.7095,0.633,0.4115,0.49,1
3.0,0.255,0.185,0.06,0.0925,0.039,0.021,0.025,0
0.0,0.535,0.425,0.135,0.771,0.3765,0.1815,1.3569848306646677,0
2.0,0.8599859136821345,0.27,0.095,0.197,0.0665,0.8231660937618924,0.07,1
0.0,0.47,0.36,0.2675861878029488,0.537,0.1725,0.1375,-0.3441864538611578,1
2.0,0.605,0.475,-0.0430823880906516,1.161,-0.0885450172557641,0.6597443955124431,0.275,1
1.0,0.275,0.215,0.075,4.413195894086789,0.0485,0.029,0.035,0
2.0,0.445,0.35,0.115,0.3615,0.1565,0.0029925931702415,0.117,0
2.0,0.63,0.926206253561361,0.15,1.1955,0.5845,0.257,0.8997988283779832,1
0.0,0.655,0.505,0.165,-0.0231467404582426,0.5835,0.8175539233877389,0.396,1
0.0,0.585,0.455,0.165,0.998,0.345,0.2495,0.315,1
1.0,0.52,0.4,-0.0545514039574741,0.66,0.267,0.1055,-0.3649589054404635,1
3.0,0.61,0.7075561832144824,0.19,-0.3846713879121328,0.5215,0.3225,0.365,1
0.0,0.72,0.6764632506743904,0.18,1.6705,0.732,0.3605,0.7572168895084918,1
2.0,1.0035047741409977,0.42,-0.0452882059416711,0.609,0.239,0.1435,0.22,1
2.0,0.8139872792433581,0.395,0.125,-1.6785856640581107,-0.2086322460581394,0.1335,0.188,1
1.0,0.36,0.265,0.075,0.1845,0.083,0.0365,0.8188683814021932,0
3.0,0.475,0.38,0.12,0.441,0.1785,0.0885,0.1505,0
2.0,0.65,0.485,0.16,1.7395,1.2601255780582408,0.2785,0.3075,1
0.0,1.0800465344855346,0.7267132698957949,0.13,0.472,0.182,0.114,0.15,1
2.0,0.465,0.36,0.105,0.488,1.3110885364590903,0.7100024104390756,0.19,1
3.0,0.64,0.6799447005747162,0.3192519858516101,1.2265,0.49,0.377,0.2875,1
0.0,0.6,0.45,0.15,0.9625,0.4375,-0.2055296784210751,0.2775,1
0.0,0.9280437326838206,0.6277297049797047,0.165,0.772,1.3717723706325466,0.1975,0.23,1
3.0,0.35,0.275,0.11,-0.704715187296997,0.1225,0.5700411904678401,0.0905,0
0.0,0.475,0.365,-0.009506247200928,0.49,0.223,0.1235,0.1335,1
0.0,0.605,0.495,0.19,-0.8782178806834628,0.469,-0.1379170954684787,0.41,1
2.0,0.0314751780246622,-0.0575393756073325,0.15,0.9465,-0.5653936344223371,0.2605,0.2505,1
1.0,0.42,0.315,0.115,0.355,0.1895,0.065,0.087,0
0.0,0.585,0.46,0.2895342926966971,0.7635,0.326,0.153,0.265,1
2.0,0.69,0.55,0.303165117996557,-1.158095304529254,0.769,0.38,-0.0291616479736366,1
1.0,0.385,0.29,0.0224881881539116,0.2505,0.112,0.061,0.08,0
1.0,0.14,0.105,0.035,0.0145,0.005,0.0035,0.005,0
3.0,-0.1561380998963306,0.505,0.165,1.349,0.5985,0.3175,0.36,1
1.0,0.625,0.43,0.175,-0.6644333029399709,0.572,0.297,0.395,1
0.0,0.565,-0.0689410334581838,-0.0344417922441414,0.667,1.7295125770036968,0.1545,-0.1443147910865041,0
2.0,0.61,0.48,0.14,1.031,0.4375,-0.1021636122409207,0.27,0
2.0,0.625,-0.0477336125887585,0.155,-0.3712881663679397,0.487,0.212,1.1127898015890891,1
3.0,0.8301397401061766,0.7880346215486805,0.11,0.514,0.253,0.1045,0.784775738258657,0
2.0,0.625,0.5,0.17,1.0985,0.4645,0.22,0.354,1
0.0,0.635,-0.1147564985802012,0.347382941595927,1.073,1.354888439182448,0.1975,0.35,1
