sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,class
1.0,0.51,,0.13,,,0.143,0.162,0
1.0,0.425,0.34,,0.389,0.2015,0.0905,0.088,0
2.0,,,,0.6415,0.246,,0.215,1
1.0,0.51,0.375,0.15,0.8415,,0.156,0.255,1
,,0.515,,1.25,0.5265,,0.315,1
2.0,,0.455,,,0.408,,0.22,1
,,,0.185,1.21,,0.2555,,1
2.0,0.525,,0.19,0.872,0.4625,,,1
,,0.55,,1.7095,0.633,,0.49,1
,0.255,,0.06,0.0925,0.039,,,0
0.0,,0.425,0.135,0.771,,0.1815,0.1795,0
2.0,0.345,0.27,0.095,0.197,0.0665,0.05,0.07,1
0.0,0.47,0.36,0.145,0.537,0.1725,0.1375,0.195,1
2.0,,0.475,0.155,1.161,0.572,0.2455,0.275,1
,0.275,0.215,0.075,0.1155,0.0485,0.029,0.035,0
2.0,,0.35,,0.3615,0.1565,0.0695,,0
2.0,0.63,0.49,,,,0.257,,1
,0.655,0.505,0.165,,,0.3515,,1
,,0.455,0.165,0.998,0.345,,0.315,1
1.0,,0.4,,0.66,0.267,0.1055,0.22,1
0.0,0.61,0.48,0.19,1.2955,,0.3225,0.365,1
,,0.575,0.18,1.6705,0.732,,,1
,,0.42,0.125,0.609,0.239,0.1435,,1
2.0,0.51,0.395,0.125,0.5805,0.244,0.1335,0.188,1
1.0,,,,,,0.0365,,0
,0.475,,,,0.1785,,0.1505,0
2.0,0.65,,0.16,1.7395,0.5715,0.2785,,1
,0.47,0.36,0.13,0.472,,0.114,,1
,,,0.105,,,0.0845,0.19,1
,,,0.17,,0.49,,,1
0.0,0.6,,0.15,0.9625,0.4375,0.2225,0.2775,1
2.0,0.65,0.51,0.175,1.446,0.6485,0.2705,,1
0.0,0.53,,0.165,0.772,,0.1975,0.23,1
2.0,0.35,0.275,,,0.1225,,,0
,0.475,0.365,,0.49,,0.1235,0.1335,1
,0.605,,0.19,1.437,0.469,0.2655,,1
,0.575,0.48,0.15,0.9465,0.4355,0.2605,,1
,0.42,0.315,0.115,,0.1895,0.065,,0
1.0,,0.16,0.045,0.0465,0.025,0.015,0.015,0
1.0,0.585,0.46,,0.7635,0.326,,,1
,0.69,,0.195,,0.769,0.38,,1
,0.78,,,2.657,1.488,,,1
1.0,0.385,0.29,0.085,,0.112,0.061,,0
