Age,Workclass,Education,Maritalstatus,Occupation,Relationship,Race,Sex,HoursPerWeek,Country,class
2,5,9,4,4,1,4,1,50,39,0
2,4,5,2,5,0,4,1,40,39,0
2,4,8,2,7,0,4,1,40,39,1
1,4,11,4,1,3,4,0,40,39,0
0,4,4,4,6,2,4,1,30,16,0
2,6,8,6,5,0,4,1,60,39,1
2,4,11,5,8,1,2,0,45,23,0
2,4,22,2,3,0,4,1,40,39,1
2,4,17,2,10,0,4,1,48,0,1
2,4,8,2,3,0,4,1,40,39,0
2,4,11,6,-7,4,4,0,40,39,0
2,5,9,2,4,0,4,1,50,39,1
4,4,11,2,1,5,2,0,38,39,1
2,5,11,2,12,0,4,1,43,39,1
1,4,9,4,1,1,4,1,-6,39,0
5,0,3,2,0,0,2,1,40,39,0
4,4,15,2,13,0,4,1,40,39,1
2,4,9,2,11,0,2,1,40,39,1
0,4,15,4,8,3,4,0,24,39,0
2,5,15,2,3,0,4,1,45,39,1
2,1,11,2,1,5,4,0,40,39,1
2,4,15,2,4,0,4,1,50,39,1
4,4,15,4,1,1,2,0,45,0,0
2,4,4,3,3,1,4,1,40,26,0
1,0,15,2,0,0,4,1,5,39,0
2,2,9,2,4,0,4,1,48,39,1
2,4,11,2,10,0,4,1,40,39,0
4,4,6,2,7,-3,4,1,40,39,0
4,4,15,3,1,1,4,0,16,39,1
4,2,9,6,10,1,5,0,40,39,1
2,1,8,2,-8,0,1,1,40,39,1
4,4,0,4,9,3,2,0,18,39,0
2,4,9,4,13,-2,4,0,-4,39,0
2,4,11,2,3,0,4,1,25,39,0
1,0,15,7,3,0,4,1,56,39,0
2,4,11,2,3,0,4,1,40,39,1
0,4,15,4,4,3,1,1,50,9,0
2,7,9,0,4,-1,4,1,40,39,0
1,4,15,0,1,4,2,0,40,39,0
0,2,12,4,10,1,4,1,40,39,1
2,7,10,2,10,0,1,1,40,19,1
2,4,11,0,1,3,4,0,40,39,0
1,1,15,2,11,0,4,1,46,39,1
