Age,Workclass,Education,Maritalstatus,Occupation,Relationship,Race,Sex,HoursPerWeek,Country,class
0,5,19,4,20,-4,7,0,50,39,0
2,-3,5,2,-17,-6,9,0,120,-16,0
2,4,8,11,7,0,0,1,40,59,1
-1,4,-2,6,17,0,-2,0,0,62,0
4,12,15,9,6,2,-1,1,119,-6,0
2,6,20,7,-6,0,4,1,-13,39,1
2,-4,11,-6,8,1,-1,1,45,23,0
-1,4,11,-2,3,-8,-3,1,40,39,1
0,-1,14,-9,-1,-2,5,0,48,-30,1
2,4,8,-2,3,-2,4,0,149,39,0
-4,4,11,7,1,5,4,0,-25,84,0
2,-2,19,-3,4,-1,4,0,-4,56,1
0,10,11,2,-10,6,2,1,-95,41,1
-2,-3,11,10,22,-3,4,1,-12,-19,1
4,-3,-9,-2,0,8,4,1,169,-7,0
7,0,3,6,-2,6,2,1,170,66,0
4,0,17,2,-10,0,5,1,132,59,1
2,14,28,2,11,6,2,1,-69,-5,1
4,4,-18,-3,20,7,0,1,-27,104,0
2,7,-4,9,-10,-6,4,0,3,39,1
5,0,-21,-3,-8,5,9,0,113,93,1
-2,12,15,-2,-6,-6,5,0,111,39,1
4,0,15,10,-3,1,6,1,45,-32,0
5,-4,4,-6,3,-4,7,1,40,26,0
-3,0,-2,11,0,0,4,0,2,39,0
-1,-3,0,-3,4,8,-1,1,-34,-7,1
4,4,-9,8,10,-2,4,0,40,39,0
5,4,-11,2,-4,0,0,1,40,-24,0
6,4,15,-1,1,1,4,1,88,48,1
7,2,9,6,10,1,0,1,40,41,1
-1,-4,8,12,27,0,5,1,40,39,1
0,4,-2,4,-10,3,-1,0,18,39,0
-1,14,22,-2,-17,7,-2,0,98,39,0
2,-5,11,-2,3,-2,4,1,2,39,0
1,10,15,8,-11,0,6,1,56,-2,0
0,-1,28,7,3,0,5,0,40,0,1
7,-2,20,4,-8,3,5,1,50,9,0
-1,9,26,6,-7,1,6,1,-20,61,0
0,-3,15,-2,1,-6,8,0,-31,60,0
5,2,12,4,-1,1,4,0,156,39,1
2,9,26,2,-11,10,4,1,40,19,1
2,4,23,0,-9,-4,4,1,113,-7,0
-3,-8,-16,-2,29,7,-1,1,-43,81,1
-1,8,0,2,17,0,4,0,100,-25,1
-2,7,9,0,24,6,4,0,-14,99,0
4,14,11,6,22,1,-4,1,-5,39,0
2,4,-8,2,10,6,2,0,-46,-30,1
2,12,25,2,7,9,7,0,137,40,1
4,4,12,2,4,-1,6,1,0,39,1
2,4,9,2,29,-6,4,1,113,39,1
2,11,15,2,4,0,4,0,70,39,1
6,4,19,-3,-2,9,4,0,-17,-19,1
5,4,19,-1,22,5,8,0,60,54,1
4,0,9,0,14,4,2,0,40,39,0
-3,4,17,6,10,5,4,0,40,39,1
2,4,41,-5,3,0,-3,1,112,39,0
0,4,15,8,8,-1,6,0,-45,33,0
5,4,-12,11,15,10,5,1,109,39,1
2,-1,15,2,16,12,4,1,40,-44,0
0,9,11,-4,28,7,7,0,90,39,1
-1,14,9,-4,4,7,5,0,131,39,1
4,4,-6,-4,-17,-1,0,1,40,-5,0
2,10,23,-3,10,0,-1,0,45,-10,1
0,4,-15,8,1,4,6,0,-53,24,0
8,-4,-12,0,-10,-3,-1,0,40,39,0
4,-3,-17,8,19,-2,9,0,35,-11,0
-2,10,20,-7,22,0,-4,0,-36,39,1
5,9,15,-5,37,0,4,1,54,40,0
-2,9,15,2,3,0,-1,1,36,39,1
-1,8,-2,4,1,1,4,1,40,-36,0
-2,10,-4,2,0,0,4,0,102,-34,1
1,4,-5,2,21,5,4,1,-15,39,0
2,-3,16,2,-8,-5,6,1,40,39,1
2,2,-7,-2,26,1,0,0,174,39,0
5,-7,21,8,14,7,4,1,24,63,1
4,4,24,2,10,-2,4,0,2,39,0
4,4,15,9,-10,11,4,0,24,39,0
4,-2,14,2,10,0,-1,1,40,39,1
-2,4,-10,-5,-23,5,-2,0,40,9,1
0,4,-7,2,-4,0,-4,1,159,101,0
5,7,22,9,0,0,5,0,37,-33,0
1,4,36,4,14,1,-1,0,133,-1,0
2,7,15,-6,-15,0,5,0,-55,39,0
4,10,11,8,-7,-5,4,1,35,39,0
5,13,19,-2,4,-3,-2,0,133,43,0
-1,1,9,2,1,0,6,0,35,-10,1
4,0,35,2,-8,0,4,1,131,39,1
0,5,-1,-4,-12,0,4,0,-76,-14,0
2,8,-18,2,-7,-3,0,1,87,39,1
5,-5,-14,2,4,0,-2,1,119,-37,1
4,7,-4,0,4,0,-1,1,-20,-20,1
-1,-4,-11,2,14,5,-2,0,113,20,0
-2,12,11,4,-8,-1,4,0,40,85,0
0,-5,1,2,-5,5,-1,1,151,0,0
8,9,29,12,10,7,4,0,45,69,1
0,4,30,7,16,6,4,0,180,69,1
4,5,9,2,-11,0,5,1,70,39,1
4,-5,-1,-1,10,4,0,0,40,39,0
2,4,35,2,30,0,8,1,60,39,0
7,12,19,-2,13,-5,5,0,175,46,1
-2,12,-10,8,18,10,4,0,130,39,1
2,-1,23,9,22,9,7,1,-13,-32,1
5,-7,11,9,6,5,0,0,40,39,1
2,6,11,3,-8,1,-4,1,-76,37,0
2,4,-6,8,4,0,4,0,-55,-18,0
-3,8,-20,2,-1,10,7,1,40,39,1
1,-5,11,-2,3,-1,4,1,208,39,1
4,0,0,12,13,8,4,0,-55,39,0
5,9,18,2,30,0,4,1,40,39,1
7,4,12,9,10,0,-2,0,50,-8,1
0,4,18,2,-6,6,5,0,55,52,1
0,-4,11,6,-13,6,4,0,-6,-57,1
-1,11,-3,2,-4,5,-2,0,114,39,1
2,-1,-12,0,14,10,-1,1,63,2,1
5,-6,11,0,5,12,4,1,-42,98,0
4,-1,35,7,-9,0,4,0,127,-38,1
4,7,-17,6,16,0,4,0,70,-27,1
-1,6,-10,6,12,5,4,1,137,-6,1
4,4,18,2,-4,6,4,1,-26,50,0
5,2,25,7,21,0,4,1,40,-12,1
6,10,11,2,23,-7,4,1,97,82,1
8,4,11,7,-20,-1,-2,1,40,41,0
1,0,-3,13,8,0,4,1,1,39,0
-2,2,9,9,20,0,4,1,35,-54,1
1,4,9,4,4,-2,4,1,123,66,0
4,8,15,2,16,-1,-3,0,50,61,1
1,4,9,-2,-18,-1,0,0,50,39,1
6,4,32,2,19,9,4,1,106,43,0
1,14,11,4,28,3,4,1,40,-22,0
1,4,14,7,-7,1,5,1,-3,-64,0
1,4,29,0,7,3,5,0,92,39,0
-1,4,23,10,15,0,6,1,117,-9,1
4,4,-16,9,25,4,4,0,148,67,1
2,1,25,2,31,8,9,1,-74,-9,1
2,2,24,7,10,1,6,1,141,64,1
-1,0,16,-3,-20,-3,4,0,-43,39,1
5,4,23,-3,20,-3,4,1,-58,39,1
-1,11,32,-2,10,6,6,1,-4,39,1
4,4,9,-1,22,8,4,0,89,66,1
0,8,-10,8,12,-2,4,0,40,31,0
4,7,22,-3,-8,1,-1,1,94,-13,1
2,8,28,2,-3,8,4,1,-57,58,1
2,4,8,4,-4,8,4,0,40,-3,0
7,11,8,2,-2,7,5,1,-93,-36,1
4,-7,15,-3,3,7,4,0,103,-29,1
-3,4,34,6,8,-1,6,0,30,62,0
-4,4,11,10,18,-5,-2,1,114,39,0
-1,12,11,2,7,5,6,1,-55,39,1
1,-3,9,4,12,7,4,1,50,39,0
0,4,-1,2,4,6,-1,1,-38,24,1
4,4,11,0,-3,9,5,0,113,39,0
4,-1,9,7,-16,6,4,1,50,71,1
1,14,22,2,10,-4,4,1,-44,-23,1
-3,13,15,14,21,-1,0,0,92,66,1
2,13,-8,-3,-11,0,6,1,-21,-42,0
2,6,-11,7,-15,3,5,1,50,66,0
6,-2,23,-1,-6,0,-3,0,88,39,1
2,-1,-22,10,-6,0,0,0,-30,39,1
2,-3,15,4,1,-1,4,0,40,39,0
9,-4,20,2,0,0,2,1,-1,-10,0
2,-4,11,8,17,-4,-3,1,126,59,1
4,-2,-15,10,-24,-3,4,0,50,66,1
6,4,20,-2,17,0,4,0,-55,39,0
4,-4,15,8,3,0,5,1,-83,49,1
6,-2,15,-3,-5,0,5,1,50,-28,1
0,7,-7,-5,8,3,4,1,168,57,0
2,4,25,10,1,-2,4,1,139,39,0
1,4,-1,4,-21,5,-1,0,40,-21,0
2,6,15,2,23,0,7,0,147,76,1
1,9,-18,-2,1,-1,-1,0,-39,46,0
2,-5,15,0,5,1,7,0,-17,39,0
-1,4,11,3,34,-3,5,0,3,67,0
4,12,6,8,-1,1,4,1,-13,-5,0
0,4,2,-2,12,0,4,0,166,57,0
5,-2,11,0,3,-1,4,1,180,-21,1
-1,-7,-9,9,-14,0,-3,0,87,-35,1
0,13,-2,0,8,9,5,0,52,39,1
-1,-1,15,-2,0,3,-2,0,25,-4,0
-3,4,19,-6,3,11,0,0,-52,-14,0
2,12,16,2,29,0,4,0,126,39,0
7,7,29,-1,-1,0,4,0,173,-38,1
4,4,26,8,20,0,8,0,50,55,1
-2,-2,-10,10,13,-6,4,0,144,54,1
2,11,15,2,3,0,-2,1,44,-32,1
1,4,15,10,8,8,4,1,89,39,0
7,-1,0,2,11,0,5,0,-42,39,1
2,-5,32,2,16,-1,-1,1,-16,-10,1
0,-1,-10,7,29,10,0,0,30,-11,0
4,6,5,6,3,9,0,0,103,39,0
-2,8,-4,9,20,0,4,1,40,41,1
-1,11,9,-3,12,-2,-1,1,45,59,1
-2,-1,7,0,-2,4,-2,0,129,-7,0
4,10,15,2,-3,5,6,1,127,52,1
7,4,15,7,23,1,4,0,103,-48,1
0,-2,15,8,4,7,4,0,40,39,1
-1,4,18,4,22,5,4,1,-36,65,0
4,4,-13,-3,10,9,0,0,50,-5,1
2,9,-5,-1,16,-1,-2,0,-6,46,0
2,9,11,4,8,3,4,1,-1,46,0
-2,9,37,2,10,-4,5,1,128,39,1
8,4,-7,-5,14,-3,5,0,-19,67,0
-3,-2,12,8,-8,0,2,1,60,52,1
0,0,11,4,-9,7,-4,0,137,-37,0
-1,10,-16,-4,14,5,6,0,40,39,0
1,-1,20,2,0,0,4,0,40,-48,0
-1,-3,12,2,15,-1,5,0,40,-5,1
6,10,-15,0,4,-4,5,1,-57,-24,0
0,9,11,-5,18,-2,4,1,112,-2,1
6,-8,-4,9,17,-1,7,0,146,72,1
7,7,-3,10,8,5,-3,0,128,39,0
0,9,-13,9,3,7,-2,1,-77,39,0
-2,6,-3,10,-8,0,5,1,168,39,1
4,6,-5,2,-13,0,4,1,60,-15,1
0,6,25,6,26,1,4,1,60,39,0
1,0,15,-5,27,3,-1,1,2,39,0
2,-7,15,10,10,-2,-1,1,-31,0,1
-5,7,0,7,4,8,4,0,-28,40,1
5,4,16,4,-12,-4,0,0,32,-43,1
-1,-3,29,6,-10,-2,4,0,55,39,0
4,2,26,2,11,0,0,0,48,39,1
0,-2,15,-1,22,-2,4,0,-11,-2,0
-1,4,9,6,3,0,-1,1,40,-1,1
8,8,15,6,33,6,4,0,55,39,1
-1,5,23,2,19,0,4,1,-62,39,1
2,7,18,-1,4,-6,0,1,40,19,1
-2,4,22,2,14,-2,5,0,-21,-46,1
0,7,15,4,28,3,5,1,-17,-32,0
7,4,0,7,7,-1,-1,0,40,48,0
4,-4,11,6,4,10,-2,0,40,49,1
-4,4,-12,11,1,5,4,1,30,39,0
6,7,-16,13,-10,3,0,1,40,40,0
9,7,-3,-1,14,5,0,1,50,39,0
4,4,-7,4,16,3,-1,1,120,-14,0
2,15,15,8,3,11,6,0,-7,39,1
2,-2,-10,2,-13,-5,-2,1,-2,39,1
4,-1,-8,-2,17,8,4,1,40,39,1
4,7,9,10,4,4,2,1,-9,-17,0
-2,2,15,2,4,0,4,1,40,39,0
2,-3,-9,8,19,0,-5,1,40,47,0
1,9,-4,-2,15,0,2,1,50,-16,0
2,8,11,-3,23,-4,4,1,-18,39,0
-1,15,-9,6,-5,11,4,0,117,39,1
6,4,9,8,-6,-2,7,1,131,65,1
2,9,-1,-8,-8,10,4,1,65,39,1
2,4,-4,2,-3,6,0,1,104,-10,1
2,4,-3,8,1,-1,0,1,44,-39,0
4,4,-6,6,3,-3,5,1,0,-51,1
0,4,11,4,35,-1,4,0,24,-16,0
-3,8,6,2,9,7,4,0,6,39,0
-2,15,-13,4,33,-1,2,0,-62,52,0
2,4,-6,2,23,-3,6,1,148,30,0
2,4,-2,-3,-8,-6,4,0,100,39,1
0,-5,-8,4,-5,3,4,0,104,-10,0
4,4,-7,8,21,0,4,1,98,39,0
