Age,Workclass,Education,Maritalstatus,Occupation,Relationship,Race,Sex,HoursPerWeek,Country,class
6,8,9,4,4,1,-1,1,50,-32,0
2,-3,5,2,5,5,4,0,40,39,0
6,4,22,2,7,-1,4,0,40,39,1
-2,-5,11,-2,1,3,4,0,129,43,0
0,4,27,4,-14,2,6,1,30,-13,0
2,8,8,2,-9,0,4,1,113,39,1
2,-4,-1,7,8,1,8,1,45,23,0
-2,-2,11,-2,3,0,4,1,40,39,1
2,4,14,2,10,0,4,0,163,0,1
2,4,8,8,3,9,0,1,40,-5,0
2,12,20,-3,28,-1,4,0,40,80,0
2,5,9,2,4,-3,6,1,105,-10,1
5,4,18,8,-10,-1,0,1,38,39,1
2,9,-2,6,15,0,6,1,149,39,1
1,9,9,4,-9,1,5,1,-48,39,0
4,0,21,7,0,-1,2,1,40,39,0
0,4,30,8,-6,0,-3,1,-12,39,1
0,4,-3,2,25,-2,2,0,121,-25,1
-3,-3,15,-6,8,3,4,0,121,39,0
2,-2,23,-3,3,10,-1,1,45,-16,1
2,1,-13,8,1,5,-4,0,40,39,1
4,9,15,-4,4,-1,4,1,-9,-20,1
-2,-4,15,8,-9,1,2,0,45,84,0
6,14,-7,3,3,11,4,1,40,43,0
-1,9,-3,-2,16,-5,4,1,156,-38,0
6,7,27,7,4,0,4,1,-12,58,1
2,-3,24,2,-4,0,4,1,-12,39,0
4,4,6,9,15,-3,-2,0,131,39,0
0,12,15,8,1,1,4,1,16,39,1
4,-5,9,6,10,10,5,0,40,39,1
7,1,8,2,3,0,1,1,40,50,1
0,-3,-2,-3,9,-5,4,1,184,-28,0
6,4,-2,4,13,9,4,1,91,39,0
6,4,11,2,-15,-3,-2,0,25,-16,0
1,0,19,2,3,0,4,1,-12,39,0
2,0,-20,2,21,-2,4,1,171,-37,1
0,-1,16,6,4,-1,4,1,113,43,0
2,-2,9,-4,4,1,4,0,40,-5,0
1,4,15,0,16,-3,-1,1,-62,64,0
1,2,12,4,10,-5,4,1,-22,39,1
2,7,10,6,18,0,1,1,40,-2,1
2,4,11,0,1,9,4,1,96,45,0
1,7,21,2,11,0,6,1,-21,49,1
1,-6,-1,2,3,0,4,1,40,44,1
2,10,-6,4,12,-4,4,0,32,66,0
5,7,-2,6,1,1,5,1,27,-17,0
2,-4,9,0,20,5,2,0,-19,14,1
7,4,4,2,7,5,5,0,40,40,1
4,13,12,2,4,9,6,1,50,39,1
4,4,9,2,22,0,-2,1,50,39,1
0,4,-6,-2,34,-1,4,0,109,39,1
2,7,19,6,1,0,-1,1,45,-40,1
2,8,20,2,-18,5,-2,0,60,49,1
0,7,-2,-3,4,4,2,1,-2,39,0
2,4,20,10,10,1,-2,1,40,43,1
2,4,-2,0,-3,1,0,0,-9,39,0
0,0,-2,-1,8,-2,-3,0,40,33,0
2,4,12,12,23,7,6,1,60,39,1
2,12,-7,2,3,5,0,0,40,74,0
-2,-4,28,9,3,0,4,1,-43,39,1
0,10,-6,7,-5,5,4,0,-29,-33,1
5,4,11,2,3,-1,5,0,40,39,0
-1,0,0,2,31,0,4,1,-30,39,1
-1,-1,-12,8,-8,4,2,0,-14,24,0
2,4,11,0,1,4,6,0,148,40,0
2,4,-14,2,22,5,2,1,35,39,0
2,-6,15,2,-6,0,-2,0,40,39,1
-1,4,15,6,4,1,4,0,54,68,0
0,-3,15,2,3,0,-3,1,36,39,1
-1,1,15,7,15,-4,4,0,40,39,0
4,4,-3,2,-13,0,4,0,40,39,1
-2,4,11,-3,3,-1,4,0,40,47,0
-1,2,-6,2,10,8,7,1,-72,50,1
2,2,12,0,22,1,4,0,35,39,0
5,14,19,2,6,0,4,1,24,5,1
4,8,11,7,10,0,4,1,50,-4,0
-3,4,-1,2,25,10,-2,0,-50,39,0
0,6,-16,-2,19,0,5,1,40,39,1
0,10,-2,2,-4,5,4,1,40,58,1
0,4,0,2,3,7,4,1,40,45,0
-4,4,22,2,7,11,8,0,-18,39,0
7,4,15,6,0,1,2,0,37,-39,0
2,2,15,2,-7,-2,4,0,-9,62,0
4,8,-7,4,18,-4,5,0,138,-19,0
0,-4,25,4,4,-1,6,0,185,39,0
4,1,9,-2,17,-1,4,1,-46,83,1
4,10,16,2,0,5,5,1,30,39,1
4,5,22,2,12,0,4,1,30,57,0
2,6,12,2,4,0,6,0,40,39,1
0,4,21,2,18,0,2,1,92,39,1
4,10,15,9,4,0,4,1,35,-36,1
2,8,11,-3,22,0,4,0,35,-25,0
-1,4,11,-1,18,1,-1,1,40,39,0
4,4,1,2,3,0,4,1,40,-5,0
4,9,0,-1,10,0,4,1,138,-28,1
1,9,24,-3,-5,-5,4,0,1,64,1
2,5,9,-1,12,0,4,1,70,41,1
4,2,9,9,-7,4,-2,0,100,40,0
2,4,17,-6,6,-3,-2,0,-26,-3,0
-3,-1,-4,6,13,-3,4,0,-51,42,1
4,-3,11,-1,13,-3,-1,1,-29,39,1
6,14,-6,2,-7,6,4,1,80,-29,1
6,4,-3,-2,21,0,6,0,117,39,1
-1,6,11,3,3,1,4,0,40,-40,0
8,4,8,-4,4,0,4,1,40,39,0
6,-1,11,2,22,0,4,0,40,-39,1
1,10,11,4,-5,1,4,1,103,39,1
6,6,7,-2,18,-3,5,1,95,45,0
7,9,9,2,-6,8,4,1,115,39,1
4,4,-14,11,-9,0,5,1,50,39,1
