Age,Workclass,Education,Maritalstatus,Occupation,Relationship,Race,Sex,HoursPerWeek,Country,class
4,5,9,4,4,1,4,1,50,39,0
2,4,5,2,5,0,4,1,40,39,0
2,4,8,2,7,0,4,1,40,-13,1
1,4,11,4,-8,6,4,0,40,39,0
0,8,4,4,6,5,4,1,30,-7,0
2,6,8,2,5,0,4,1,60,39,1
2,4,11,5,8,1,2,0,45,23,0
2,4,-8,2,3,0,0,1,-33,39,1
2,-2,14,2,10,5,4,1,48,0,1
2,4,8,2,3,0,4,1,40,44,0
2,4,11,6,1,4,4,0,40,39,0
2,5,9,2,4,0,4,0,50,39,1
4,0,11,2,1,5,2,1,38,39,1
2,5,11,2,12,0,4,0,43,-13,1
1,4,9,4,1,1,-1,1,40,39,0
4,0,3,2,0,0,-1,1,40,39,0
4,0,15,2,13,0,4,1,40,39,1
2,-2,9,2,11,0,2,1,1,39,1
0,4,15,4,8,3,4,0,24,39,0
2,5,15,2,3,0,4,1,45,39,1
2,1,11,2,-7,8,4,0,40,39,1
2,4,15,2,4,0,4,0,50,39,1
4,4,20,4,1,1,2,0,45,0,0
0,4,4,3,3,1,4,0,40,26,0
1,0,15,2,0,0,4,1,5,39,0
2,2,9,2,4,0,4,1,48,41,1
5,4,11,2,-7,-1,4,1,40,39,0
4,4,6,2,7,0,4,1,40,39,0
5,4,15,3,1,6,4,1,16,39,1
4,2,-5,7,10,1,4,0,-2,39,1
4,1,21,2,3,0,1,1,40,42,1
0,4,0,4,9,3,2,0,18,39,0
2,4,9,4,13,1,4,0,40,39,0
-1,4,11,8,3,0,4,1,-30,39,0
1,4,15,2,3,5,4,1,91,39,0
2,4,11,2,3,-1,4,1,40,39,1
0,4,15,4,4,3,1,1,50,9,0
-1,7,9,0,4,1,4,1,40,57,0
1,4,15,0,1,4,2,0,40,39,0
1,2,24,4,10,1,4,1,40,39,1
2,-1,-1,2,10,7,1,1,40,19,1
2,4,11,0,1,3,4,0,40,39,0
1,1,15,2,11,0,4,1,46,39,1
1,8,21,2,-2,0,4,1,40,39,1
2,8,9,-2,12,4,5,0,32,39,0
4,4,11,6,-3,1,4,0,27,39,0
0,4,9,2,10,5,2,0,35,14,1
5,9,4,2,-1,5,1,0,40,40,1
0,4,12,2,4,0,5,1,50,39,1
2,4,9,2,10,0,4,1,50,39,1
2,4,15,2,4,0,4,1,70,39,1
2,4,15,2,21,0,4,1,45,60,1
-1,4,11,2,4,8,4,0,60,39,1
4,7,9,6,4,4,2,0,40,39,0
2,4,12,4,10,-2,4,0,40,39,1
2,4,11,0,3,1,4,1,-24,39,0
0,4,15,4,8,3,4,0,40,-6,0
2,4,12,2,10,0,4,1,60,-6,1
2,4,15,-1,3,0,4,1,40,39,0
1,4,11,2,22,7,4,1,42,39,1
1,4,9,2,4,5,4,0,-4,39,1
0,4,11,2,3,0,4,1,40,39,0
2,4,12,2,10,0,4,1,45,39,1
2,4,15,0,1,-1,2,0,40,24,0
2,4,11,0,1,4,4,0,40,39,0
2,4,15,2,8,0,2,1,35,39,0
2,4,15,2,22,0,4,1,40,39,1
4,4,15,7,17,1,4,0,54,39,0
2,8,15,2,3,0,4,1,36,39,1
2,1,15,4,1,1,4,1,-40,39,0
4,4,9,2,12,-3,4,1,40,40,1
1,4,11,2,3,0,4,1,116,39,0
2,8,14,-3,10,0,4,1,40,48,1
2,2,-7,0,10,1,4,0,126,39,0
4,8,15,-3,6,0,4,1,89,5,1
5,4,-4,6,10,0,4,1,50,39,0
4,4,15,2,10,5,4,0,24,39,0
4,6,-1,2,10,0,4,1,110,39,1
4,4,9,2,4,5,4,0,40,9,1
2,4,17,2,3,0,4,1,40,39,0
4,4,6,2,7,0,4,1,37,39,0
1,4,15,4,12,1,2,1,37,39,0
2,2,15,2,11,6,4,1,99,39,0
2,4,11,4,8,4,4,0,35,39,0
1,4,15,4,23,3,4,0,105,39,0
2,1,9,2,1,0,4,1,35,59,1
