Age,Workclass,Education,Maritalstatus,Occupation,Relationship,Race,Sex,HoursPerWeek,Country,class
-1,5,9,-2,-7,1,8,1,50,39,0
0,4,21,11,-5,0,4,0,-6,39,0
0,4,-13,7,0,0,4,0,176,-10,1
-2,15,18,7,1,5,-2,1,40,-7,0
0,4,-10,4,6,-3,4,1,115,16,0
8,8,8,2,5,0,7,0,60,39,1
2,14,11,5,8,1,2,0,127,82,0
-2,4,-13,2,-15,0,4,0,40,39,1
2,-2,33,10,18,-2,4,1,124,-28,1
5,-2,8,-5,21,12,6,0,-56,62,0
2,-3,18,-2,1,4,4,0,40,60,0
2,5,-4,-1,20,7,4,1,101,39,1
-1,14,11,2,30,5,7,0,-31,49,1
0,0,11,2,12,5,4,1,43,-11,1
7,4,-16,-5,20,9,7,0,40,39,0
4,0,-4,2,0,0,-1,1,-15,-23,0
-1,4,35,2,-8,9,6,0,40,51,1
2,-2,0,11,11,0,2,1,40,39,1
5,-2,16,4,8,-2,-3,0,-3,39,0
6,5,25,8,-9,0,5,1,102,50,1
2,-2,11,8,1,8,-1,0,40,39,1
-3,4,15,8,4,0,-2,0,50,-25,1
-1,10,-1,7,-19,6,5,1,93,-10,0
-1,4,20,-1,3,-2,-1,1,-66,54,0
5,0,15,6,-4,0,0,1,147,-12,0
-3,2,9,2,4,0,4,1,48,39,1
4,-3,11,0,10,8,4,1,-59,39,0
5,-5,-8,-2,7,0,5,1,-46,39,0
4,-1,18,3,31,1,5,0,16,39,1
5,2,9,8,10,7,4,0,-37,76,1
2,1,8,8,3,0,1,1,40,-21,1
-4,8,-1,-4,9,3,-3,0,-45,39,0
-1,10,9,4,22,8,4,0,89,39,0
2,4,-13,9,22,0,4,0,25,39,0
-2,-1,-5,-1,3,11,4,0,0,39,0
2,4,11,12,-14,0,5,0,40,39,1
5,-4,15,-1,-10,3,1,0,142,9,0
5,0,9,0,4,9,4,1,115,-3,0
1,8,15,-7,23,4,-2,0,137,39,0
1,2,-5,4,10,0,5,1,40,39,1
2,0,-12,-1,14,-3,1,1,100,64,1
8,4,-7,0,19,3,4,1,93,-17,0
8,1,0,2,-12,0,-2,0,107,-7,1
1,6,11,2,29,8,-1,1,40,39,1
7,-1,9,-1,12,-2,4,0,32,55,0
4,-3,15,-1,-19,-1,-1,0,27,39,0
2,4,9,-1,-5,-4,-1,0,93,-2,1
0,10,34,12,-6,5,1,1,40,52,1
0,8,12,7,4,6,4,1,-48,-11,1
-2,10,9,9,26,-6,4,1,50,86,1
2,9,21,9,20,0,4,1,70,43,1
6,15,17,-1,18,-3,5,0,45,0,1
4,4,11,2,4,5,-2,0,-49,-30,1
4,-7,-9,0,-8,9,2,0,40,-24,0
5,4,17,-2,14,1,-1,0,109,58,1
2,13,11,0,15,1,4,1,-30,39,0
6,-2,15,6,8,3,4,1,-81,42,0
-1,4,12,2,-5,7,4,1,100,39,1
2,8,22,13,20,0,4,1,40,39,0
1,4,-2,8,3,0,4,0,141,39,1
5,0,9,2,4,10,5,0,172,41,1
6,4,-6,6,-1,0,4,1,40,49,0
2,4,12,2,22,-1,-1,1,-34,39,1
8,4,15,-1,1,4,2,0,40,-21,0
4,-1,-11,10,1,4,4,1,40,39,0
2,4,15,-3,-4,12,2,1,35,-19,0
2,-3,15,8,28,7,4,0,40,81,1
0,4,21,7,4,1,4,0,54,55,0
6,-3,18,-2,3,9,4,0,36,39,1
2,1,17,8,-12,6,4,1,138,47,0
4,4,27,8,-1,0,0,1,0,-4,1
1,4,11,7,-8,0,5,0,108,39,0
2,-3,14,-1,26,0,-2,1,40,50,1
