Age,Workclass,Education,Maritalstatus,Occupation,Relationship,Race,Sex,HoursPerWeek,Country,class
2,5,9,4,-2,1,4,1,50,57,0
4,4,5,2,5,0,4,1,40,52,0
2,4,8,-3,7,-2,0,0,40,39,1
1,4,11,4,-5,3,4,0,40,39,0
5,4,-11,4,6,2,4,1,30,-18,0
2,6,23,2,5,0,4,0,60,39,1
2,-2,11,-2,14,1,2,1,45,23,0
2,4,11,2,16,0,4,1,40,-4,1
-2,4,14,2,10,5,4,1,107,0,1
2,4,8,2,3,0,4,0,-38,39,0
2,4,11,6,1,4,4,0,111,-9,0
0,10,-1,0,4,0,-1,1,-52,39,1
-3,4,-4,9,1,5,2,0,114,39,1
-2,5,-10,2,12,0,-3,1,116,39,1
5,4,22,4,1,-3,4,1,40,39,0
-1,0,3,2,0,-1,2,1,40,-3,0
6,4,15,2,-1,0,4,1,40,39,1
2,4,-9,6,11,0,2,1,40,39,1
0,4,16,4,-13,-2,4,0,24,39,0
2,5,15,2,3,-4,4,1,45,72,1
2,1,11,2,18,5,0,1,40,39,1
2,4,15,2,22,0,4,1,50,40,1
4,4,15,4,1,-3,2,0,45,76,0
2,4,4,3,14,-3,4,1,40,26,0
5,12,15,2,0,0,4,0,5,39,0
2,2,9,-3,4,0,4,0,98,57,1
2,-2,11,2,10,0,5,1,40,39,0
4,-1,28,8,16,-4,4,0,40,39,0
5,8,15,7,1,1,0,0,16,39,1
4,-1,9,6,-10,5,4,0,40,39,1
2,1,8,2,3,0,1,1,40,58,1
0,4,0,4,9,3,2,0,18,39,0
2,10,9,4,13,1,4,1,40,39,0
-2,8,11,2,3,-1,0,1,25,52,0
-2,-4,-4,6,3,0,0,1,-11,39,0
2,4,11,2,3,0,4,1,149,41,1
5,4,16,-1,4,3,1,1,50,-8,0
0,8,20,0,4,0,4,1,94,39,0
0,4,20,0,-11,8,2,0,-20,39,0
1,2,22,-3,-10,9,4,1,40,39,1
-2,-2,10,9,10,0,1,1,40,19,1
5,4,11,10,15,9,4,0,40,39,0
1,-3,-10,8,11,7,6,1,3,39,1
