0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,class
69452.0,1053.073,426.8231958145971,210.74984095725253,2.025259871494621,0.8695960641310811,70718.0,297.37019497748344,0.7372472407574665,0.9820979100087672,0.7870053138922709,0.6967057973734274,0.0061455853800408,0.0008931835518645,0.4853989680937433,0.9830590517451564,4
49606.0,861.2629999999998,349.7413317297837,181.22511958599475,1.929872263452004,0.8552782454686596,50112.0,296.6163319767087,0.817259217766648,0.9899026181353768,0.8403737774183219,0.7185801305954388,0.0070503836578192,0.0011595602807951,0.516357404086558,0.9965038321747264,4
63048.0,967.121,358.5487664221666,224.3681398451356,1.5980377903460172,0.7800096950799503,63896.0,283.32879630645124,0.7517527543282301,0.9867284337047704,0.8470704881983778,0.790209931925553,0.0056869173712436,0.0015949625258012,0.624431736513787,0.9978655124404188,0
54522.0,897.406,340.0239168500328,204.4497627229209,1.6631171996557794,0.7990379952943767,55225.0,263.4759314587398,0.6904927749141981,0.9859614203397998,0.8507534221413572,0.7748747026373018,0.0062364534839153,0.00138689435642,0.600430804787247,0.998586798644832,0
176826.0,1632.597,640.2908694378872,354.9426494350731,1.803927678054397,0.8322863504872445,179666.0,474.491154540672,0.8095761338351235,0.9841928912537709,0.8336773426931561,0.7410556314151862,0.0036210221881278,0.000673618795333,0.645557635174819,0.990651145160222,1
77546.0,1129.375,407.53075877773546,243.1571515597404,1.6759974204485228,0.8024944152288511,79093.0,314.22067681174786,0.6726985669176585,0.9804407469687584,0.7639992373299577,0.7710354863867385,0.0060184541548399,0.0011457192802614,0.5944957212676346,0.9963732953122396,0
62741.0,957.314,365.7572805346889,221.40774527843664,1.6519624463666436,0.7959665274942853,63687.0,282.6381472417141,0.756845762262057,0.9851461051706,0.8603050655617774,0.7727478365667375,0.0058296374067147,0.0012822493790024,0.5971392189185732,0.9864515649061928,2
40705.0,738.3549999999999,370.74942132626063,208.62531959806543,1.194180261279889,0.5465989638240657,41147.0,227.6559150745809,0.7644131455399061,0.9892580261015383,0.9382686004636404,0.9137808144349108,0.0061205315972784,0.002632310092323,0.8349953768293288,0.9971349972695474,5
50702.0,892.127,363.6502615609188,178.54477615614147,2.036745456181245,0.8711711994097137,51307.0,254.07831744791253,0.6155770047957263,0.9859614203397998,0.8005373296211398,0.6986886695951112,0.0071723060542171,0.0010543222652765,0.4881658570205864,0.9942695911495032,4
71863.51256281407,1064.874,419.72484643930295,223.08268664369928,1.8814765625880885,0.8470598904209995,73802.0,305.211442792466,0.7886663504656778,0.9913416980569631,0.8107835380742876,0.7271703006903192,0.0057368457613725,0.000989458237464,0.5287766462060491,0.994880866680615,2
68725.0,1130.424,371.8093491396061,236.3081529980224,1.573408891832512,0.7720492582691406,70474.0,295.809715377849,0.6925759087381967,0.9751823367483043,0.6758368588463984,0.7955951512848566,0.0054101032977752,0.0015949625258012,0.632971644747974,0.9959232141243122,0
56889.0,951.582,384.2369343461117,190.1773181198268,2.02041409640666,0.7447146712333262,57644.0,269.13439850832646,0.6135040117332413,0.986902366248005,0.7894883522654766,0.7004386472277454,0.0067541516698502,0.0010028384430505,0.4906142985302339,0.9912440446491496,4
41613.0,780.132,302.55155372970864,175.55351127605113,1.7234149948385709,0.8144431934850573,42029.0,230.18105303231263,0.8098908156711625,0.9859614203397998,0.8592166921484048,0.7607994412679505,0.0072706018246631,0.0015025566805943,0.5788157898336257,0.9975398114486014,6
31160.0,663.361,246.5982634299665,161.1849941593135,1.5299083187994005,0.7568108577494469,31585.0,199.1836946488032,0.7372472407574665,0.9865442456862434,0.8898308179713729,0.8077254554769849,0.007913936567072,0.0020779132252166,0.6524204114255028,0.998143414794404,3
59030.0,973.241,389.9037252898875,193.91183412673337,2.0107268184316247,0.8675599594529614,59864.0,274.15202046623085,0.7223445912873225,0.9860684217559802,0.7831444142025564,0.7898108944188903,0.0066051791511076,0.0009958653671908,0.4943882410868125,0.9940796950704937,4
48212.0,818.7370000000001,301.8526945935929,204.51353596942545,1.4759546020402263,0.7354973366157731,48763.0,247.7608220255407,0.7886669611162912,0.9887004491110064,0.9038079921226004,0.7898108944188903,0.006260945295644,0.00175295180781,0.6737133486425311,0.9943703173848754,6
39629.0,719.7639999999999,245.41390471740624,205.8607852020268,1.192135279560714,0.5443919487029356,40002.0,224.62682368388187,0.7372472407574665,0.9906754662266888,0.9612641271968742,0.915297867667846,0.0061927857053522,0.0026811160786871,0.8377701865573061,0.9987353955591256,5
43864.0,799.411,303.4301738484371,184.35478370737056,1.645903446314021,0.7942668597597016,44336.0,236.32473292117177,0.732776478449716,0.9893540238181162,0.8625372445237605,0.7788438767438324,0.0069175217455872,0.0015701167082369,0.606597784341362,0.998401383773897,6
40042.0,741.078,279.0221730868877,183.34368700004205,1.5218531799615422,0.7538089861630958,40391.0,225.7942821470141,0.7364452291620687,0.9913594612661236,0.9162158145749196,0.8092341897025567,0.0069682376776107,0.0018433152283275,0.6548599737835533,0.9966007335320328,6
50169.0,841.1999999999999,308.92320991742594,207.8107460930269,1.486560323397019,0.7399209232010032,50677.0,252.7393018899482,0.7793605915615485,0.9899757286342916,0.8909365593812745,0.8181298580883725,0.00615765133683,0.0015949625258012,0.6693364646957006,0.995009031419458,6
42418.0,780.3969999999999,288.33889682520504,188.1794771598128,1.5322547451884525,0.7576741890686008,42956.0,232.39680507394272,0.7426640521044892,0.987475556383276,0.8752434500331493,0.8059849282659385,0.0067975599232685,0.0017694589433669,0.64961170459185,0.9916563692463024,6
21602.0,558.3429999999998,208.5232303742883,243.71001773435387,1.5774804550729549,0.7733967599704893,21932.0,165.84486921629195,0.7452820424357426,0.9849534926135328,0.8707664233146423,0.7953304239465746,0.0096529594655257,0.0023824874903047,0.6325504832550382,0.9978360241817752,3
