0,1,2,3,4,5,6,7,class
1.0,0.445,0.33,0.1423396246142093,0.347,0.12,0.084,0.105,1
2.0,0.63,0.5,0.1423396246142093,1.2645,0.5635,0.3065,0.3425,1
1.047723532638508,0.62,0.48,0.165,1.043,0.4835,0.221,0.31,1
2.0,0.415,0.315,0.125,0.388,0.068,0.09,0.125,1
2.0,0.635,0.48,0.235,1.064,0.413,0.228,0.36,1
1.0,0.415,0.31,0.11,0.2965,0.123,0.1975756658421923,0.0995,1
1.047723532638508,0.725,0.56,0.21,2.141,0.65,0.398,1.005,1
2.0,0.49,0.3957192866454854,0.125,0.609,0.239,0.1435,0.22,1
1.0,0.525,0.3957192866454854,0.145,0.6095,0.248,0.159,0.175,1
0.0,0.645,0.48,0.19,1.371,0.6925,0.2905,0.35,1
1.047723532638508,0.52,0.41,0.115,0.807,0.2855,0.179,0.235,1
2.0,0.655,0.3957192866454854,0.175,1.2635,0.486,0.2635,0.415,1
2.0,0.5137198675179412,0.245,0.095,0.15,0.0525,0.034,0.048,0
2.0,0.61,0.48,0.1423396246142093,1.1495,0.564,0.274,0.264,0
0.0,0.5137198675179412,0.45,0.165,0.903,0.3305,0.1845,0.295,1
2.0,0.6,0.47,0.1423396246142093,1.0105,0.423,0.219,0.298,1
0.0,0.64,0.51,0.165,1.486,0.7595,0.332,0.321,0
0.0,0.5137198675179412,0.51,0.175,1.415,0.5885,0.3725,0.364,1
0.0,0.53,0.43,0.17,0.775,0.35,0.152,0.282993860875112,1
1.047723532638508,0.615,0.52,0.15,1.3435,0.629,0.2605,0.345,1
1.0,0.365,0.295,0.095,0.25,0.3968659578713457,0.0545,0.08,1
2.0,0.645,0.49,0.16,1.0427139232488674,0.5355,0.3345,0.3165,1
1.0,0.435,0.34,0.11,0.3795,0.3968659578713457,0.085,0.12,0
0.0,0.53,0.3957192866454854,0.13,0.7585,0.325,0.197,0.205,0
0.0,0.5137198675179412,0.55,0.2,1.596,0.525,0.4075,0.585,1
2.0,0.58,0.3957192866454854,0.195,1.859,0.945,0.426,0.441,1
1.0,0.5137198675179412,0.265,0.085,0.213,0.0945,0.049,0.06,0
0.0,0.62,0.5,0.17,1.0427139232488674,0.5475,0.22,0.3315,1
1.0,0.33,0.265,0.085,0.196,0.0775,0.1975756658421923,0.0445,0
0.0,0.605,0.48,0.1423396246142093,0.991,0.4735,0.2345,0.24,0
2.0,0.645,0.485,0.215,1.514,0.3968659578713457,0.2615,0.635,1
2.0,0.5137198675179412,0.545,0.185,1.32,0.5305,0.2635,0.455,1
1.0,0.5137198675179412,0.39,0.125,0.583,0.294,0.132,0.1605,0
1.0,0.28,0.215,0.07,0.124,0.063,0.0215,0.03,0
1.0,0.32,0.205,0.08,0.181,0.088,0.1975756658421923,0.0495,0
0.0,0.565,0.44,0.1423396246142093,0.83,0.393,0.1735,0.238,1
2.0,0.495,0.38,0.135,0.6295,0.263,0.1425,0.215,1
2.0,0.445,0.3957192866454854,0.09,0.3795,0.143,0.074,0.125,1
0.0,0.57,0.42,0.16,0.8875,0.3968659578713457,0.1915,0.223,0
2.0,0.5137198675179412,0.34,0.13,0.3715,0.1605,0.0795,0.105,1
2.0,0.645,0.51,0.165,1.403,0.5755,0.1975756658421923,0.4545,1
2.0,0.605,0.49,0.155,1.153,0.503,0.1975756658421923,0.295,1
1.047723532638508,0.47,0.38,0.145,0.5865,0.2385,0.144,0.185,0
1.0,0.38,0.285,0.09,0.2305,0.1005,0.039,0.0775,0
1.0,0.375,0.29,0.1,0.219,0.0925,0.038,0.075,0
1.0,0.56,0.44,0.17,1.0427139232488674,0.3545,0.2175,0.3,1
1.0,0.39,0.28,0.09,0.215,0.0845,0.034,0.282993860875112,0
2.0,0.66,0.5,0.165,1.3195,0.667,0.269,0.282993860875112,1
1.0,0.515,0.42,0.15,1.0427139232488674,0.2555,0.1335,0.235,1
1.0,0.42,0.32,0.115,0.409,0.3968659578713457,0.0935,0.105,0
1.0,0.55,0.425,0.155,1.0427139232488674,0.412,0.187,0.2425,1
1.0,0.44,0.34,0.1,0.407,0.209,0.1975756658421923,0.103,0
1.0,0.62,0.485,0.18,1.154,0.4935,0.256,0.282993860875112,1
