0,1,2,3,4,5,6,7,class
0.0,0.585,0.435,0.1354259005168211,0.982,0.4055,0.2495,0.27,1
0.0,0.486943374889398,0.5,0.175,1.273,0.564,0.302,0.374,1
1.0,0.255,0.185,0.06,0.088,0.4513038619285814,0.021,0.023,0
1.0,0.465,0.37,0.115,0.534,0.261,0.098,0.2817722542873154,0
2.0,0.615,0.51,0.15,1.296,0.545,0.2101427842070379,0.32,1
2.0,0.54,0.42,0.12,0.8115,0.392,0.2101427842070379,0.2235,1
0.0,0.615,0.495,0.155,1.0805,0.52,0.19,0.32,1
2.0,0.47,0.37,0.1354259005168211,0.5225,0.201,0.133,0.165,0
0.0,0.625,0.4001157034731963,0.135,1.3025,0.61,0.2675,0.3605,1
2.0,0.555,0.46,0.16,0.86,0.4513038619285814,0.1935,0.275,1
1.0,0.325,0.24,0.075,0.187,0.0825,0.2101427842070379,0.05,0
0.0,0.64,0.5,0.1354259005168211,1.2645,0.565,0.3375,0.315,1
1.0,0.19,0.13,0.045,0.0265,0.009,0.2101427842070379,0.009,0
1.0,0.5,0.41,0.1354259005168211,0.6615,0.2585,0.1625,0.196,1
2.0,0.52,0.415,0.175,0.753,0.258,0.171,0.255,0
1.0,0.36,0.27,0.095,0.2,0.073,0.056,0.061,0
1.0,0.525,0.4,0.145,0.6095,0.248,0.2101427842070379,0.175,1
2.0,0.486943374889398,0.48,0.165,1.262,0.4835,0.283,0.41,1
2.0,0.63,0.49,0.17,1.1745,0.5255,0.273,0.339,1
1.0,0.41,0.3,0.09,0.28,0.141,0.2101427842070379,0.075,0
0.0,0.67,0.545,0.175,1.707,0.6995,0.387,0.2817722542873154,1
0.0,0.68,0.58,0.2,1.0568787368664547,0.585,0.453,0.6,1
1.0797752808988763,0.59,0.455,0.16,1.09,0.5,0.2215,0.292,1
0.0,0.605,0.45,0.195,1.098,0.481,0.2895,0.2817722542873154,1
0.0,0.65,0.505,0.165,1.16,0.4513038619285814,0.274,0.349,1
2.0,0.67,0.54,0.1354259005168211,1.217,0.532,0.2735,0.3315,1
2.0,0.486943374889398,0.46,0.235,0.8395,0.3325,0.157,0.305,1
1.0,0.38,0.3,0.1,0.286,0.1305,0.056,0.09,0
