0,1,2,3,4,5,6,7,class
2.0,0.514673017569701,0.39,0.12,0.599,0.251,0.1345,0.169,0
1.0,0.55,0.435,0.165,0.804,0.34,0.194,0.244,0
1.0,0.514673017569701,0.19,0.06,0.086,0.042,0.014,0.025,0
1.0,0.395,0.3,0.09,0.253,0.1155,0.05,0.075,0
0.0,0.615,0.455,0.135,1.059,0.4735,0.263,0.2602905921166871,1
0.0,0.514673017569701,0.41,0.135,0.7085,0.293,0.1525,0.235,1
0.0,0.725,0.575,0.1388761290874544,2.124,0.765,0.4515,0.85,1
1.0,0.465,0.37,0.115,0.534,0.261,0.098,0.143,0
1.0,0.45,0.355,0.115,0.4385,0.184,0.108,0.1125,1
1.0,0.475,0.355,0.105,0.902335894925399,0.201,0.1115,0.12,0
0.0,0.514673017569701,0.4,0.13,0.6975,0.3075,0.1665,0.18,0
2.0,0.63,0.5,0.175,1.2645,0.4234272554417443,0.3065,0.3425,1
1.0,0.31,0.23,0.1388761290874544,0.1245,0.0505,0.0265,0.038,0
1.0193171608265947,0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,1
1.0,0.41,0.305,0.1,0.2645,0.1,0.0655,0.085,0
2.0,0.514673017569701,0.4,0.125,0.77,0.2735,0.159,0.255,1
2.0,0.615,0.51,0.15,1.296,0.4234272554417443,0.3315,0.32,1
1.0,0.295,0.22,0.07,0.126,0.0515,0.1927046402038261,0.035,0
0.0,0.62,0.48,0.165,0.902335894925399,0.4835,0.221,0.31,1
2.0,0.635,0.4041918334135089,0.235,1.064,0.413,0.228,0.36,1
1.0,0.405,0.31,0.095,0.3425,0.1785,0.1927046402038261,0.0855,0
1.0,0.4,0.3,0.1388761290874544,0.318,0.1335,0.0725,0.0935,0
2.0,0.68,0.515,0.17,1.6115,0.8415,0.306,0.2602905921166871,1
0.0,0.514673017569701,0.485,0.135,1.3025,0.61,0.2675,0.3605,1
1.0,0.514673017569701,0.4,0.12,0.616,0.261,0.143,0.1935,0
