Unnamed: 0,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,Attribute21,Attribute22,Attribute23,class
4,18,4,102,6,5,3,0,3,46,4,2,1,1,1,0,0,1,0,0,1,0,0,1,0
1,18,2,19,5,4,4,4,3,23,3,2,1,1,1,0,0,1,0,1,0,0,1,0,0
4,9,4,38,5,5,3,6,1,64,3,1,2,1,1,0,0,1,1,0,1,0,0,0,0
4,24,2,63,5,5,3,4,3,41,3,1,2,2,1,0,1,1,0,0,1,0,0,0,0
5,12,0,28,1,5,3,4,2,34,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
2,45,4,-25,1,2,3,0,2,4,0,2,0,1,1,0,0,0,0,0,1,0,0,0,1
2,21,2,12,1,5,2,4,2,39,3,0,2,1,1,0,0,1,0,0,1,0,0,1,1
4,6,0,4,1,5,4,4,3,39,3,1,1,1,1,0,1,1,0,0,1,0,1,0,0
2,20,0,61,2,5,4,4,3,31,1,2,1,2,1,0,0,1,0,0,1,0,0,1,0
4,36,4,35,1,4,3,4,3,37,3,2,1,2,2,1,0,1,0,0,1,0,0,1,0
0,6,2,6,1,2,4,4,1,26,3,1,1,1,2,0,0,1,0,0,1,0,1,0,0
1,15,4,15,1,5,3,4,3,44,4,2,2,2,1,1,0,1,0,0,1,0,0,1,0
2,-10,2,30,2,3,3,4,2,21,3,1,1,1,2,0,0,0,0,1,0,0,0,1,1
4,12,3,117,7,3,4,4,4,41,3,1,1,1,1,0,1,1,0,1,0,0,0,1,0
4,24,4,41,2,3,0,3,2,27,3,2,1,2,1,0,0,1,0,0,1,0,1,0,0
4,48,2,48,1,1,3,-1,3,33,1,1,1,2,1,0,0,1,0,1,0,0,1,0,1
4,18,2,26,6,3,3,4,4,65,3,2,1,1,1,0,0,1,0,0,0,0,0,1,1
3,6,-1,136,1,2,2,1,2,29,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0
0,24,-1,15,2,5,4,4,1,41,3,1,1,1,1,1,0,0,1,1,0,0,1,0,0
5,48,2,70,1,-1,4,1,1,34,3,2,0,2,1,0,0,0,0,0,1,0,0,1,1
1,12,2,13,5,5,1,4,2,49,3,1,1,2,1,0,0,1,0,0,1,0,1,0,0
1,12,4,15,1,5,3,4,5,66,3,2,1,2,1,0,0,1,0,0,0,0,0,0,0
2,3,0,102,1,5,3,4,4,61,0,1,1,2,1,0,0,1,0,0,0,0,0,0,1
2,15,4,23,3,3,3,4,3,27,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0
1,12,2,26,1,1,2,4,4,55,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0
1,-10,3,69,1,-1,3,3,2,89,2,1,1,2,1,0,0,1,0,0,1,0,0,1,1
4,24,4,58,4,3,3,2,1,27,3,4,1,1,0,0,1,1,0,0,1,0,0,1,0
3,12,1,4,4,3,2,3,1,42,0,2,1,1,1,0,0,1,0,1,0,0,0,1,0
1,36,2,-35,1,5,3,2,3,42,3,1,2,1,1,0,0,1,0,0,1,0,1,1,1
1,24,2,98,1,3,3,4,1,21,3,1,2,1,1,0,0,1,0,1,0,0,1,0,1
1,24,3,17,1,-1,2,2,3,29,0,1,2,2,1,0,0,1,0,1,0,0,1,0,1
2,15,2,-5,2,3,3,2,1,22,3,1,1,1,0,0,1,0,0,0,1,0,0,1,0
4,9,4,9,3,5,3,2,3,52,3,2,1,2,1,0,0,1,0,0,1,1,0,1,0
4,12,2,31,1,3,3,5,3,52,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
2,48,-2,106,2,4,3,2,3,30,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,10,2,13,0,5,3,2,2,45,3,1,1,0,2,1,0,0,1,0,1,0,1,0,0
6,48,2,54,5,7,4,4,6,40,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0
2,6,1,9,2,2,4,1,2,32,2,1,0,1,1,1,0,1,0,0,1,0,1,0,1
1,10,2,23,1,-1,3,4,1,80,3,4,1,0,1,0,0,1,0,0,1,0,1,0,0
4,12,4,20,5,4,2,0,3,61,3,1,1,1,1,0,0,1,0,0,1,0,1,1,0
4,18,2,16,7,3,2,4,2,24,3,0,0,1,1,0,0,1,0,1,0,0,1,0,0
2,78,2,73,1,1,3,4,4,70,0,1,1,2,1,1,0,1,0,0,0,0,0,0,0
2,18,2,26,2,3,3,4,3,2,3,1,2,1,1,0,1,1,0,0,1,0,0,1,0
2,12,2,13,1,2,2,4,0,25,3,1,1,1,1,1,0,1,0,1,0,0,0,1,1
5,24,1,14,8,5,4,3,3,40,2,1,1,0,1,0,0,1,0,0,1,0,0,0,1
4,9,2,28,2,-1,3,4,6,35,3,1,1,2,1,0,0,0,1,0,1,0,0,1,0
2,24,1,18,1,4,2,4,0,34,1,0,2,2,1,0,0,1,0,0,0,0,1,0,1
3,15,2,27,1,5,3,4,2,26,3,1,1,2,1,0,0,1,0,1,0,0,0,1,0
4,30,2,48,5,6,2,5,2,24,2,1,1,1,0,0,1,1,0,1,0,1,1,0,0
1,12,2,7,1,5,2,4,0,24,3,1,1,1,0,0,0,1,0,1,0,0,0,1,0
4,36,3,80,5,2,3,4,3,27,3,2,1,2,2,0,0,1,0,1,0,0,0,1,1
4,12,2,132,7,3,4,2,1,27,3,2,1,2,1,1,0,0,0,0,1,0,0,1,0
2,18,2,12,5,3,3,4,4,61,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0
3,30,4,30,6,5,3,4,2,47,3,1,1,0,1,0,0,1,0,0,1,1,0,1,0
2,24,2,28,5,5,3,4,4,36,1,1,1,2,1,0,1,1,0,0,0,0,0,1,0
5,15,2,22,0,3,2,4,4,20,3,1,1,1,1,0,0,1,0,1,0,0,0,1,0
1,3,2,40,1,2,3,3,0,34,3,1,1,1,1,0,1,1,0,0,1,0,0,1,1
3,12,4,9,3,-1,4,2,1,28,3,3,0,2,0,1,0,1,1,0,1,0,0,1,1
2,21,3,24,5,3,1,0,2,47,3,2,1,1,1,1,0,1,0,0,1,0,0,1,0
6,21,4,6,1,5,3,4,1,65,3,2,1,1,1,1,0,1,0,0,1,0,0,1,0
3,4,2,15,5,2,3,2,1,29,3,1,2,1,2,1,0,1,0,0,1,0,1,0,0
2,39,4,49,1,4,3,2,1,25,0,2,1,1,1,0,1,0,0,0,1,0,0,1,1
4,9,2,20,1,2,2,2,3,19,3,2,2,1,1,0,0,0,1,1,0,0,0,1,1
4,10,2,14,2,3,3,2,1,35,3,1,1,1,2,1,0,1,0,1,0,0,0,0,0
2,20,3,154,1,3,3,3,3,29,1,2,1,2,1,0,0,1,0,0,1,1,0,1,0
2,12,2,6,1,2,4,1,0,26,1,4,1,1,1,0,0,0,0,0,1,0,1,0,0
6,9,2,20,5,4,5,1,3,24,3,1,1,2,2,0,0,1,0,0,1,0,0,1,0
4,26,2,80,1,2,3,3,3,30,4,2,1,1,1,1,1,1,0,0,1,0,0,1,0
1,15,2,17,1,2,3,3,1,81,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0
4,5,2,34,1,4,3,4,-1,88,3,1,0,1,1,0,0,1,0,0,1,0,1,0,0
5,48,4,51,1,3,2,3,3,30,3,1,1,2,1,0,0,1,0,0,1,0,0,0,1
1,24,2,29,1,3,3,4,4,63,1,1,2,2,1,0,1,0,0,0,1,0,0,1,0
0,30,2,36,4,6,2,4,2,109,0,2,1,2,1,0,0,1,0,1,0,0,0,1,0
4,12,4,58,5,7,3,0,2,49,3,1,1,2,1,0,0,1,1,1,0,0,0,1,0
1,48,2,39,1,4,3,4,4,81,3,0,2,1,1,0,0,1,0,0,0,0,0,1,1
2,12,2,134,5,5,0,4,2,38,4,2,1,1,1,0,0,1,0,0,1,0,1,1,0
0,36,4,54,1,0,5,2,2,28,3,2,1,1,1,1,0,0,0,0,1,0,0,1,0
4,12,4,10,8,4,2,6,1,23,0,2,1,1,1,1,0,1,0,0,1,0,0,1,0
-1,36,4,96,6,4,3,4,-1,24,3,2,1,2,1,0,1,1,0,0,1,0,0,1,1
2,24,0,47,1,2,2,4,3,18,3,1,1,1,1,1,0,1,0,0,1,0,1,0,1
2,6,2,4,5,5,3,5,2,38,3,1,1,1,1,0,0,1,0,0,1,0,0,0,0
2,18,3,43,1,5,1,4,4,40,3,1,0,2,1,0,0,1,0,0,0,0,0,0,1
2,6,6,21,1,2,4,3,3,30,3,1,1,2,1,0,0,1,0,1,0,0,0,0,0
4,9,4,24,0,1,3,3,3,4,3,1,1,1,0,0,0,1,0,0,1,0,0,0,0
1,24,2,30,5,-1,3,4,4,49,1,0,2,2,1,0,1,1,0,0,0,0,0,1,0
1,36,4,81,1,3,2,2,4,25,3,2,1,2,1,0,0,1,0,0,1,0,0,0,1
2,18,2,30,1,4,2,4,1,40,3,1,1,0,1,0,0,1,0,1,0,0,0,1,0
5,21,2,26,1,0,2,4,-1,28,3,1,2,2,1,0,0,1,0,1,0,0,0,0,0
1,21,6,146,5,4,3,2,1,24,3,1,1,1,2,1,0,0,1,0,1,0,1,0,0
4,10,4,12,5,5,3,4,1,32,3,2,2,2,2,1,0,1,0,0,1,0,0,0,0
6,6,3,9,1,3,2,2,4,24,3,1,2,1,1,1,0,1,0,0,1,1,0,1,0
-1,72,2,35,1,3,3,3,0,26,3,4,1,1,1,1,0,0,0,1,0,0,1,1,0
4,76,3,8,0,5,0,4,0,36,3,1,1,1,1,0,0,1,0,0,0,0,0,1,0
2,6,2,0,8,5,3,4,3,99,3,1,2,1,1,0,0,1,0,0,1,0,0,0,0
0,12,2,28,5,5,2,2,2,25,1,1,1,2,1,0,0,1,0,0,1,0,1,1,1
4,-18,-1,15,1,4,3,1,1,42,3,3,2,1,1,0,0,1,0,0,1,0,1,0,0
1,24,2,-4,2,1,1,1,2,33,3,1,1,1,1,0,0,1,1,1,1,0,0,1,1
1,18,0,31,1,2,2,4,2,26,3,1,1,1,1,0,0,1,0,1,0,0,0,1,1
4,18,2,18,0,3,4,2,2,30,3,1,1,2,1,0,0,1,0,0,1,0,1,0,0
7,24,4,13,5,4,2,4,4,32,3,1,1,2,1,1,0,1,0,1,0,0,0,1,1
1,12,2,14,1,4,1,3,3,36,3,1,1,1,0,1,1,1,0,0,1,0,1,1,1
1,12,2,26,1,2,3,1,1,100,0,1,2,1,1,1,0,1,0,0,0,0,1,0,1
1,12,2,13,1,0,3,1,2,21,3,1,1,1,0,0,0,0,1,0,1,0,1,0,0
4,27,3,86,4,3,3,2,3,7,0,2,1,1,1,0,1,1,0,0,1,0,0,1,0
3,21,2,29,2,3,2,1,3,28,1,1,1,2,2,1,0,1,0,0,1,0,0,1,0
2,18,2,-13,1,0,2,4,3,67,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
2,12,2,10,2,4,3,4,1,39,3,1,1,1,1,0,1,1,0,0,1,0,1,0,0
4,48,1,132,1,6,2,1,1,27,2,1,1,1,0,0,0,1,0,0,1,0,0,1,0
1,-7,-2,16,1,5,4,3,3,30,3,2,1,2,1,1,0,1,0,0,1,0,0,1,0
2,36,2,27,2,3,2,0,4,50,3,1,1,1,1,0,0,0,1,0,0,0,0,1,1
4,15,4,13,3,3,4,2,5,47,3,2,1,1,1,0,0,1,0,0,1,0,1,0,0
4,24,2,32,3,5,1,2,3,26,0,1,0,2,1,0,0,1,0,0,1,0,0,0,0
4,24,4,46,4,3,3,3,2,54,3,3,2,2,1,0,0,1,0,0,1,0,0,0,1
4,60,2,23,5,3,3,4,4,37,3,1,1,2,1,0,0,1,1,0,0,0,0,1,0
4,21,0,50,5,3,2,4,2,29,1,2,1,2,1,1,0,1,0,0,1,0,0,1,1
3,9,-1,7,1,0,0,2,1,-15,3,1,1,1,1,1,0,1,0,0,1,0,1,0,1
6,15,-2,47,1,3,3,2,3,30,3,1,1,2,1,0,1,1,0,1,1,0,0,1,0
4,24,2,59,5,2,2,1,0,44,0,2,1,2,0,0,0,1,0,0,1,0,0,1,1
2,18,2,97,1,5,3,1,0,33,4,4,1,2,1,0,0,0,1,0,1,0,1,0,0
4,80,1,65,1,5,3,4,4,39,1,2,2,2,1,1,0,1,0,0,0,1,0,1,1
2,36,2,94,1,2,4,4,3,28,3,1,2,2,1,1,1,1,0,1,0,0,0,0,1
2,12,2,10,4,2,2,5,1,19,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0
4,28,4,27,1,5,3,2,3,113,3,2,1,0,1,0,0,1,1,0,1,0,0,1,0
5,12,0,12,3,3,1,1,3,26,3,0,0,2,0,0,0,1,0,0,1,0,0,0,0
2,12,2,113,5,3,4,-1,1,25,3,4,1,2,2,0,0,1,0,0,1,0,0,1,1
4,18,3,22,1,3,0,2,3,28,3,1,1,2,1,0,0,1,0,0,1,0,0,1,1
0,24,2,9,5,6,2,2,3,29,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1
4,12,2,11,1,3,4,2,1,26,3,1,1,2,2,0,0,1,0,0,1,1,0,1,0
6,12,4,21,6,3,3,2,1,39,3,2,0,1,2,1,0,1,0,1,0,0,1,1,0
4,36,2,24,5,3,2,4,5,25,3,1,1,1,0,0,0,1,0,0,1,1,0,1,0
2,8,2,9,1,2,4,2,0,26,3,1,2,2,1,0,0,1,0,0,1,0,0,1,0
4,39,2,26,3,3,3,4,3,75,0,1,2,1,1,0,1,1,0,0,1,0,0,1,0
4,36,2,57,2,4,3,2,3,31,3,2,1,2,2,0,0,1,1,0,1,0,0,1,0
1,76,2,7,2,2,4,3,4,33,3,1,2,2,2,0,0,1,0,0,1,0,1,0,1
4,10,2,29,-1,2,2,4,1,31,3,0,1,0,1,0,1,1,0,1,0,0,0,1,0
2,15,5,68,2,5,3,6,2,34,3,1,2,2,1,0,0,1,0,0,1,0,0,0,1
2,12,2,12,1,5,1,0,1,46,3,2,1,1,1,0,0,1,0,1,0,0,0,1,1
2,75,2,8,3,3,2,3,1,66,3,4,1,0,1,0,0,1,0,0,1,0,1,0,0
4,6,4,2,4,3,2,2,1,41,1,5,1,1,1,1,0,1,0,0,1,0,1,0,0
1,28,2,-13,1,3,3,2,3,45,3,1,2,1,1,1,0,1,0,0,1,0,1,0,1
0,30,2,24,5,4,2,4,1,23,3,1,1,1,1,0,0,1,0,1,0,0,0,1,1
4,12,4,19,1,5,3,2,4,90,3,2,1,1,1,0,1,1,0,0,1,0,0,1,0
2,15,2,14,5,2,3,1,2,108,3,1,1,0,1,0,0,1,0,0,1,0,0,1,0
2,48,1,64,1,5,2,3,4,88,3,1,1,1,1,0,0,0,0,1,0,0,1,1,1
3,6,4,13,1,3,0,1,1,74,3,3,0,1,2,0,0,1,1,0,1,1,0,0,0
1,-17,4,7,4,4,2,4,1,39,3,5,1,2,1,0,0,1,0,0,1,0,1,0,0
3,64,2,29,1,3,3,1,1,34,3,0,0,0,1,0,0,1,0,0,1,0,1,0,1
4,24,4,26,4,5,3,2,3,34,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,12,4,7,-2,4,2,3,3,51,3,2,1,2,1,1,0,1,0,0,1,0,0,0,0
