Unnamed: 0,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,Attribute21,Attribute22,Attribute23,class
0,-47,-2,16,-1,5,3,8,4,46,3,2,0,2,2,0,1,1,0,0,1,0,0,0,0
-2,18,0,19,6,-2,4,4,5,23,3,0,2,3,0,0,1,1,0,1,1,1,0,0,0
0,82,-2,38,5,5,-1,4,1,64,0,4,1,2,1,0,1,1,0,1,1,0,1,1,0
4,-35,4,63,5,-1,3,4,4,41,3,1,2,2,1,1,0,1,1,0,1,0,0,0,0
4,12,-3,28,1,5,3,4,2,77,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0
2,45,0,146,-1,2,3,2,2,25,0,2,1,1,1,0,1,0,0,0,0,0,0,0,1
0,21,2,12,8,7,0,0,0,39,3,1,2,1,1,0,1,1,1,0,1,0,0,1,1
4,87,5,4,1,5,4,5,3,0,0,1,1,2,2,1,0,1,0,0,1,1,1,0,0
2,78,0,61,7,6,0,4,3,12,0,-1,3,2,2,0,1,1,1,0,0,1,0,1,0
4,36,4,1,0,4,4,4,3,37,5,5,1,2,1,1,0,1,0,0,1,0,0,0,0
2,72,2,155,6,2,0,6,0,133,3,-1,1,1,0,1,0,1,0,0,1,0,1,0,0
1,15,4,15,1,7,4,0,4,44,0,0,0,2,1,0,1,1,1,0,1,1,0,0,0
2,45,2,30,0,7,5,6,0,-19,3,1,0,1,2,1,0,0,0,1,0,0,0,1,1
6,12,3,107,5,0,4,0,1,41,3,1,1,2,1,0,1,1,0,1,0,0,0,1,0
0,24,4,41,5,-3,4,3,5,27,-1,-1,1,0,0,0,0,1,0,0,1,1,0,0,0
4,48,6,48,1,1,5,4,3,-2,0,4,1,2,1,0,1,1,0,0,1,1,0,0,1
1,18,-5,152,1,3,3,6,4,124,3,-1,2,1,2,0,0,1,0,0,0,1,0,1,1
3,6,3,117,-4,2,2,6,4,29,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0
5,24,2,-52,6,0,0,4,1,41,4,1,0,0,2,1,1,1,1,1,0,0,0,0,0
