sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,class
2.0,0.42,,,0.4495,0.165,0.1125,,1
,0.585,0.435,,0.982,0.4055,0.2495,0.27,1
2.0,0.62,,,,0.5315,0.2005,0.2475,0
2.0,,0.39,0.12,0.599,0.251,0.1345,0.169,0
0.0,,0.455,0.165,0.998,0.345,,,1
0.0,,0.3,0.115,,,0.0465,0.0935,0
1.0,0.55,0.435,0.165,0.804,0.34,0.194,0.244,0
2.0,0.41,,0.115,,0.19,,,0
1.0,,0.19,0.06,0.086,0.042,0.014,0.025,0
0.0,0.625,0.5,0.175,1.273,,,0.374,1
,0.535,,0.175,,0.548,0.3265,,1
1.0,0.395,0.3,0.09,0.253,0.1155,0.05,0.075,0
,0.5,0.385,0.12,0.516,,0.1305,0.165,0
1.0,0.445,0.33,0.12,,0.12,,0.105,1
1.0,0.51,0.405,,0.61,,0.131,0.235,1
1.0,0.255,0.185,,,0.0365,0.021,0.023,0
0.0,0.615,0.455,0.135,1.059,0.4735,0.263,,1
0.0,0.69,,,1.719,,0.299,,1
2.0,0.49,0.395,0.135,,0.213,0.0925,,1
2.0,,0.495,0.195,1.172,0.445,0.3115,,1
0.0,,0.41,0.135,0.7085,0.293,0.1525,0.235,1
0.0,0.725,0.575,,2.124,0.765,0.4515,0.85,1
2.0,,0.575,0.19,1.829,,,0.56,1
,,0.37,,0.4785,0.1995,0.0955,,0
1.0,0.535,,0.125,0.599,,0.149,0.169,1
1.0,0.465,0.37,0.115,0.534,0.261,0.098,0.143,0
1.0,,0.215,0.06,0.1115,,0.0185,,0
2.0,0.715,0.55,0.19,2.0045,,0.407,,1
1.0,0.45,0.355,0.115,0.4385,0.184,0.108,0.1125,1
1.0,0.475,0.355,0.105,,0.201,0.1115,0.12,0
0.0,,0.4,0.13,0.6975,0.3075,0.1665,0.18,0
,0.515,,,0.625,0.3265,0.1295,0.16,0
2.0,0.63,0.5,0.175,1.2645,,0.3065,0.3425,1
1.0,0.455,0.355,0.08,,0.2165,,,1
,0.375,0.265,0.095,0.196,,,,0
1.0,0.31,0.23,,0.1245,0.0505,0.0265,0.038,0
,0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,1
0.0,0.64,,,1.2355,0.4435,,0.365,1
,0.65,0.515,0.215,1.498,,,0.425,1
1.0,0.32,,0.095,0.305,,0.067,0.0885,0
1.0,0.41,0.305,0.1,0.2645,0.1,0.0655,0.085,0
0.0,0.51,0.4,0.12,0.7005,0.347,,,1
2.0,,0.4,0.125,0.77,0.2735,0.159,0.255,1
0.0,,0.455,0.17,0.9945,,,0.2845,1
1.0,,0.42,0.13,0.8365,,0.167,,1
2.0,0.615,0.51,0.15,1.296,,0.3315,0.32,1
2.0,0.64,,0.165,1.307,,0.292,0.266,1
0.0,0.64,0.505,,1.2235,0.5215,,0.36,1
,0.6,0.47,0.165,1.059,0.504,,0.275,1
1.0,0.295,0.22,0.07,0.126,0.0515,,0.035,0
0.0,0.62,0.48,0.165,,0.4835,0.221,0.31,1
,0.54,0.42,0.12,,,0.1455,,1
,0.615,0.495,,,0.52,,0.32,1
2.0,,,0.125,0.388,,0.09,0.125,1
2.0,0.635,,0.235,1.064,0.413,0.228,0.36,1
1.0,0.565,,0.155,0.743,,0.186,,1
0.0,,,,0.487,0.194,0.1455,0.125,1
2.0,0.52,0.425,,,0.372,0.205,0.19,0
,0.32,0.255,0.085,0.1745,,0.033,0.057,0
1.0,0.575,,,0.8515,,0.1715,,1
1.0,0.405,0.31,0.095,0.3425,0.1785,,0.0855,0
1.0,,0.425,0.14,0.8145,0.305,0.231,,1
2.0,0.47,,0.13,0.5225,0.201,,,0
,,0.54,,,0.7285,0.402,0.385,1
,0.335,0.25,0.095,,0.0795,0.0495,0.055,0
1.0,0.4,0.3,,0.318,0.1335,0.0725,0.0935,0
2.0,0.68,0.515,0.17,1.6115,0.8415,0.306,,1
0.0,,0.485,0.135,1.3025,0.61,0.2675,0.3605,1
,0.555,,0.16,0.86,,,0.275,1
1.0,,0.4,0.12,0.616,0.261,0.143,0.1935,0
,0.55,0.45,,1.0985,0.3765,,0.4,1
,0.6,0.475,0.155,1.059,0.441,0.19,0.39,1
,0.44,0.34,0.12,0.4995,0.2965,0.0945,0.1185,0
2.0,0.515,0.41,0.14,0.7355,0.3065,0.137,0.2,0
0.0,0.675,,0.195,1.8375,0.7645,0.3615,0.553,1
1.0,,0.365,0.105,,,0.099,0.127,0
,0.59,,0.205,1.2315,,0.238,0.42,1
,0.525,0.39,0.12,0.664,,0.147,0.178,1
2.0,0.63,0.495,0.16,1.093,,0.221,,1
0.0,0.65,0.5,,,,0.2955,0.341,1
