sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,class
,0.42,,0.125,,0.165,0.1125,,1
0.0,0.585,0.435,,0.982,0.4055,0.2495,0.27,1
2.0,0.62,0.47,0.135,1.0195,0.5315,,,0
2.0,0.485,,,0.599,,0.1345,,0
,0.585,,0.165,0.998,0.345,0.2495,,1
0.0,0.4,0.3,0.115,0.3025,,,0.0935,0
1.0,0.55,,0.165,,0.34,,0.244,0
,0.41,0.335,,,,,,0
,0.245,0.19,,,,0.014,0.025,0
0.0,,0.5,0.175,1.273,0.564,0.302,0.374,1
2.0,0.535,,0.175,1.2705,,,,1
1.0,,,0.09,,,0.05,,0
1.0,,0.385,0.12,0.516,0.197,,,0
1.0,0.445,,,0.347,0.12,,0.105,1
,,,,0.61,,0.131,0.235,1
1.0,0.255,0.185,0.06,0.088,,0.021,0.023,0
0.0,0.615,0.455,0.135,1.059,0.4735,,,1
0.0,,0.56,,,,0.299,,1
2.0,,,,0.5545,,0.0925,0.215,1
,0.635,0.495,0.195,1.172,0.445,0.3115,,1
,0.525,0.41,0.135,0.7085,0.293,,0.235,1
,,,0.175,,,,,1
2.0,0.76,0.575,,1.829,,0.386,0.56,1
0.0,,0.37,,0.4785,,,0.129,0
1.0,,0.39,0.125,,,,,1
1.0,0.465,0.37,0.115,0.534,0.261,0.098,,0
,0.29,,,0.1115,,0.0185,,0
,,,,,1.0465,0.407,0.5075,1
1.0,0.45,,0.115,0.4385,0.184,,0.1125,1
1.0,,,0.105,0.468,0.201,,0.12,0
0.0,0.565,0.4,0.13,0.6975,0.3075,,,0
1.0,0.515,,0.12,,0.3265,0.1295,,0
2.0,0.63,0.5,,,,0.3065,0.3425,1
1.0,,,0.08,0.452,0.2165,,0.125,1
,0.375,,,0.196,0.085,0.042,0.0585,0
1.0,,0.23,,0.1245,0.0505,0.0265,0.038,0
,0.645,0.51,0.16,1.2415,0.5815,0.276,,1
0.0,0.64,0.505,,1.2355,,,0.365,1
0.0,,,0.215,,0.564,0.323,,1
1.0,,0.215,,,,,,0
,0.41,,0.1,0.2645,,,,0
0.0,0.51,0.4,0.12,,0.347,,,1
2.0,0.505,,0.125,,0.2735,0.159,0.255,1
0.0,0.585,0.455,,0.9945,,,,1
1.0,,0.42,,,0.3745,,,1
2.0,0.615,0.51,0.15,1.296,0.545,,0.32,1
,,,0.165,,,0.292,,1
,0.64,0.505,0.165,,0.5215,0.2695,,1
,0.6,0.47,,,0.504,0.241,0.275,1
1.0,,,0.07,,,0.0275,0.035,0
,,0.48,0.165,1.043,0.4835,0.221,,1
2.0,0.54,0.42,0.12,0.8115,0.392,,0.2235,1
0.0,0.615,0.495,0.155,1.0805,0.52,0.19,0.32,1
,0.415,0.315,,0.388,,0.09,0.125,1
,,,0.235,,,0.228,,1
,,0.42,,,0.31,,0.231,1
,,0.35,,,0.194,0.1455,0.125,1
2.0,0.52,0.425,,,,0.205,,0
1.0,,0.255,0.085,,,0.033,0.057,0
,0.575,0.44,,,,,,1
,,0.31,,0.3425,0.1785,0.064,0.0855,0
,0.545,0.425,,,0.305,,0.244,1
2.0,0.47,0.37,,0.5225,0.201,0.133,0.165,0
,,,,,0.7285,0.402,,1
,,0.25,0.095,,0.0795,0.0495,0.055,0
,0.4,,,0.318,0.1335,0.0725,0.0935,0
,,0.515,0.17,,,0.306,0.395,1
0.0,0.625,,0.135,1.3025,0.61,0.2675,0.3605,1
