sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,class
2.0,0.42,0.34,0.125,0.4495,0.165,0.1125,0.144,1
0.0,0.585,,0.175,0.982,0.4055,0.2495,0.27,1
2.0,0.62,0.47,0.135,1.0195,0.5315,,0.2475,0
2.0,0.485,0.39,0.12,0.599,0.251,0.1345,0.169,0
0.0,0.585,0.455,0.165,,0.345,,0.315,1
0.0,0.4,0.3,0.115,0.3025,0.1335,0.0465,0.0935,0
1.0,,0.435,0.165,0.804,,0.194,0.244,0
2.0,0.41,0.335,0.115,0.4405,0.19,,0.135,0
1.0,,0.19,0.06,0.086,0.042,0.014,0.025,0
0.0,,0.5,,1.273,0.564,0.302,0.374,1
,0.535,0.405,0.175,1.2705,0.548,,,1
1.0,0.395,0.3,0.09,,0.1155,0.05,0.075,0
,0.5,0.385,0.12,0.516,0.197,0.1305,0.165,0
1.0,0.445,0.33,,0.347,0.12,0.084,0.105,1
1.0,0.51,,,,0.229,0.131,0.235,1
,0.255,0.185,0.06,0.088,0.0365,0.021,0.023,0
0.0,0.615,0.455,0.135,1.059,0.4735,0.263,0.274,1
0.0,,0.56,,1.719,0.68,0.299,0.47,1
2.0,0.49,0.395,0.135,0.5545,0.213,0.0925,0.215,1
2.0,0.635,0.495,,1.172,0.445,0.3115,0.3475,1
0.0,0.525,0.41,,0.7085,0.293,0.1525,0.235,1
0.0,0.725,0.575,0.175,2.124,0.765,0.4515,0.85,1
2.0,,0.575,0.19,,0.7035,0.386,0.56,1
,0.485,0.37,0.115,0.4785,0.1995,0.0955,0.129,0
1.0,0.535,0.39,,,0.2595,0.149,0.169,1
1.0,,0.37,,0.534,0.261,0.098,0.143,0
,0.29,,0.06,0.1115,0.053,,0.032,0
2.0,0.715,,,2.0045,1.0465,0.407,0.5075,1
1.0,0.45,0.355,0.115,0.4385,0.184,0.108,0.1125,1
1.0,0.475,0.355,0.105,,0.201,0.1115,0.12,0
0.0,,0.4,0.13,0.6975,0.3075,0.1665,0.18,0
1.0,0.515,0.38,0.12,0.625,0.3265,0.1295,0.16,0
2.0,0.63,0.5,0.175,1.2645,,0.3065,0.3425,1
,0.455,0.355,,0.452,0.2165,0.0995,,1
1.0,0.375,0.265,0.095,0.196,0.085,0.042,,0
,,0.23,0.07,0.1245,0.0505,0.0265,0.038,0
0.0,0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,1
0.0,0.64,0.505,0.19,,0.4435,,,1
0.0,,0.515,0.215,1.498,0.564,0.323,0.425,1
1.0,,0.215,0.095,,0.14,0.067,0.0885,0
,0.41,,,0.2645,0.1,0.0655,0.085,0
0.0,0.51,0.4,0.12,0.7005,0.347,0.1105,0.195,1
2.0,,0.4,0.125,,0.2735,0.159,0.255,1
0.0,0.585,,0.17,0.9945,0.4255,0.263,0.2845,1
1.0,0.53,0.42,0.13,0.8365,0.3745,0.167,0.249,1
2.0,0.615,0.51,0.15,1.296,0.545,0.3315,0.32,1
2.0,0.64,0.495,0.165,,0.678,0.292,0.266,1
0.0,0.64,0.505,0.165,1.2235,0.5215,,0.36,1
,0.6,0.47,0.165,1.059,0.504,0.241,0.275,1
,0.295,0.22,0.07,,,0.0275,0.035,0
0.0,,,,1.043,0.4835,0.221,0.31,1
