sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,class
2.0,0.42,0.34,0.125,0.4495,0.165,,0.144,1
0.0,,0.435,,,,,0.27,1
2.0,,0.47,,,0.5315,0.2005,0.2475,0
,,,0.12,0.599,0.251,0.1345,,0
0.0,0.585,0.455,0.165,0.998,0.345,,0.315,1
,,0.3,0.115,0.3025,0.1335,0.0465,0.0935,0
1.0,0.55,,,0.804,0.34,,0.244,0
2.0,0.41,,0.115,0.4405,,0.085,0.135,0
1.0,0.245,0.19,,0.086,0.042,,0.025,0
,,,0.175,1.273,0.564,0.302,,1
2.0,0.535,0.405,0.175,,0.548,0.3265,,1
1.0,0.395,,,0.253,0.1155,0.05,,0
1.0,,0.385,0.12,0.516,0.197,,0.165,0
1.0,0.445,,0.12,,0.12,,0.105,1
1.0,0.51,0.405,0.12,0.61,0.229,,,1
,0.255,0.185,0.06,0.088,0.0365,,0.023,0
0.0,0.615,0.455,0.135,1.059,,,0.274,1
0.0,0.69,,0.215,1.719,0.68,,0.47,1
,0.49,0.395,,,0.213,0.0925,,1
,0.635,0.495,,,,,0.3475,1
0.0,0.525,,0.135,0.7085,0.293,0.1525,0.235,1
,0.725,0.575,0.175,2.124,,,,1
2.0,0.76,0.575,0.19,1.829,,0.386,0.56,1
0.0,0.485,0.37,0.115,0.4785,,,0.129,0
1.0,,,,0.599,0.2595,,0.169,1
1.0,0.465,,0.115,0.534,0.261,0.098,0.143,0
,0.29,0.215,0.06,0.1115,0.053,0.0185,0.032,0
,,0.55,0.19,2.0045,1.0465,0.407,,1
1.0,0.45,0.355,0.115,,0.184,0.108,0.1125,1
1.0,0.475,,0.105,0.468,0.201,0.1115,0.12,0
0.0,0.565,0.4,0.13,0.6975,0.3075,0.1665,0.18,0
1.0,,0.38,0.12,0.625,0.3265,,,0
2.0,0.63,0.5,0.175,,0.5635,0.3065,0.3425,1
1.0,0.455,0.355,0.08,,0.2165,,0.125,1
1.0,0.375,0.265,0.095,,,,0.0585,0
1.0,0.31,0.23,0.07,0.1245,,0.0265,,0
0.0,0.645,,,,0.5815,0.276,,1
,0.64,0.505,,1.2355,0.4435,0.3105,0.365,1
,0.65,,,1.498,0.564,0.323,0.425,1
1.0,0.32,0.215,,0.305,0.14,0.067,,0
1.0,0.41,0.305,0.1,0.2645,,,0.085,0
0.0,,,,0.7005,0.347,,0.195,1
,0.505,0.4,0.125,,0.2735,0.159,0.255,1
0.0,0.585,0.455,0.17,0.9945,0.4255,0.263,0.2845,1
1.0,0.53,0.42,0.13,0.8365,0.3745,0.167,0.249,1
2.0,0.615,0.51,0.15,1.296,0.545,0.3315,0.32,1
2.0,0.64,0.495,0.165,,,0.292,,1
0.0,,0.505,,1.2235,0.5215,,,1
2.0,0.6,,0.165,1.059,,0.241,0.275,1
,0.295,0.22,,0.126,0.0515,,0.035,0
0.0,,,,1.043,0.4835,0.221,0.31,1
2.0,0.54,0.42,,0.8115,,0.1455,0.2235,1
0.0,0.615,0.495,,1.0805,0.52,,,1
2.0,0.415,,,0.388,,,0.125,1
2.0,,0.48,0.235,1.064,0.413,,0.36,1
,0.565,,0.155,0.743,0.31,0.186,0.231,1
,0.475,0.35,,,0.194,,,1
2.0,0.52,0.425,0.125,,0.372,0.205,,0
,,0.255,0.085,0.1745,0.072,0.033,0.057,0
1.0,,0.44,0.125,0.8515,0.4555,0.1715,,1
1.0,0.405,0.31,0.095,,0.1785,0.064,0.0855,0
1.0,0.545,0.425,0.14,,0.305,,0.244,1
2.0,0.47,0.37,0.13,0.5225,0.201,0.133,0.165,0
0.0,0.655,,0.175,1.5585,0.7285,0.402,,1
1.0,0.335,,,0.185,,0.0495,0.055,0
1.0,0.4,,0.115,,,0.0725,0.0935,0
2.0,0.68,,,,0.8415,0.306,0.395,1
0.0,0.625,0.485,0.135,1.3025,,,0.3605,1
2.0,,,0.16,0.86,0.3345,,0.275,1
,0.5,,,0.616,,0.143,0.1935,0
2.0,0.55,0.45,0.175,1.0985,0.3765,0.215,,1
0.0,0.6,,0.155,,,0.19,0.39,1
1.0,0.44,,0.12,,0.2965,0.0945,0.1185,0
2.0,0.515,,0.14,0.7355,0.3065,,0.2,0
,0.675,,0.195,,0.7645,0.3615,0.553,1
1.0,0.475,,0.105,0.4175,,0.099,0.127,0
0.0,0.59,0.485,0.205,,0.4525,0.238,0.42,1
,,0.39,0.12,0.664,0.3115,0.147,0.178,1
2.0,,0.495,0.16,1.093,,0.221,0.315,1
0.0,0.65,0.5,0.185,,,0.2955,0.341,1
0.0,0.465,0.35,,,,,0.131,0
2.0,0.615,0.495,0.2,1.304,,,0.371,1
,0.365,0.295,0.08,0.2555,0.097,0.043,0.1,0
1.0,0.575,0.45,0.145,0.872,0.4675,,0.217,1
0.0,0.535,0.445,0.125,,0.417,,0.24,0
1.0,0.49,0.385,0.12,0.591,0.271,,0.1775,1
,0.415,0.31,0.11,0.2965,0.123,,,1
1.0,,,0.1,0.378,0.1795,,0.089,0
1.0,0.44,,,0.495,,0.11,0.125,0
,0.325,0.24,0.075,0.187,0.0825,,0.05,0
,0.39,0.29,0.09,0.2745,,0.0455,0.078,0
2.0,,,0.14,1.1175,,,,1
,0.495,,0.12,,0.2855,0.1365,0.161,0
0.0,0.615,0.465,0.15,,0.4615,0.1825,,1
1.0,,,0.1,0.4015,0.1725,0.063,,0
,,,0.16,,0.702,,0.3195,1
,0.585,,,0.6735,0.2895,0.1345,0.22,1
2.0,,0.35,0.12,0.4835,0.1815,0.144,0.16,1
2.0,0.59,0.465,0.155,1.136,0.5245,0.2615,0.275,1
,,0.52,,1.4105,,0.322,0.3465,1
0.0,0.64,0.5,0.17,1.2645,,0.3375,0.315,1
1.0,0.435,0.335,0.1,0.3295,0.129,,0.11,0
0.0,,0.515,0.15,1.2415,0.5235,0.3065,,1
2.0,0.55,0.45,,,0.317,,0.22,1
1.0,,0.13,0.045,0.0265,0.009,0.005,0.009,0
0.0,0.725,0.56,0.21,2.141,0.65,0.398,1.005,1
,0.535,,0.16,,,0.164,0.225,1
2.0,,0.405,,0.8345,0.3175,0.1725,0.29,1
