sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,class
2.0,0.42,0.34,0.125,0.4495,0.165,0.1125,0.144,1
0.0,0.585,,,,0.4055,,,1
,0.62,,,1.0195,0.5315,0.2005,0.2475,0
2.0,0.485,0.39,,0.599,0.251,0.1345,,0
0.0,0.585,0.455,,0.998,,0.2495,0.315,1
0.0,0.4,0.3,,,,,0.0935,0
1.0,,0.435,0.165,0.804,,0.194,,0
,,0.335,0.115,0.4405,0.19,,0.135,0
1.0,0.245,0.19,,0.086,0.042,,0.025,0
0.0,0.625,0.5,0.175,1.273,0.564,0.302,0.374,1
2.0,0.535,0.405,0.175,1.2705,0.548,,0.337,1
,,,0.09,,,0.05,0.075,0
,,0.385,0.12,0.516,,0.1305,0.165,0
1.0,,,,,0.12,0.084,0.105,1
1.0,,0.405,0.12,0.61,,0.131,0.235,1
1.0,0.255,0.185,0.06,0.088,0.0365,0.021,0.023,0
,0.615,0.455,,1.059,,0.263,,1
,0.69,0.56,,1.719,0.68,0.299,0.47,1
2.0,0.49,0.395,0.135,0.5545,,,0.215,1
2.0,,0.495,,1.172,,0.3115,0.3475,1
0.0,,,0.135,,0.293,0.1525,0.235,1
,0.725,0.575,0.175,,,0.4515,0.85,1
2.0,,,,,0.7035,0.386,,1
0.0,0.485,,,0.4785,0.1995,0.0955,,0
,,,0.125,0.599,0.2595,0.149,,1
1.0,,0.37,,,0.261,0.098,,0
,0.29,,,0.1115,0.053,0.0185,,0
2.0,0.715,0.55,0.19,2.0045,1.0465,0.407,0.5075,1
,,0.355,,0.4385,0.184,,0.1125,1
1.0,0.475,0.355,0.105,0.468,,,0.12,0
,,0.4,0.13,,,0.1665,0.18,0
,0.515,0.38,,,0.3265,0.1295,0.16,0
,,0.5,0.175,,0.5635,,0.3425,1
1.0,0.455,0.355,0.08,0.452,0.2165,0.0995,0.125,1
,0.375,,0.095,,,0.042,0.0585,0
,,,0.07,0.1245,0.0505,0.0265,,0
,,0.51,0.16,1.2415,0.5815,0.276,0.315,1
0.0,,0.505,0.19,1.2355,,0.3105,0.365,1
0.0,0.65,0.515,0.215,1.498,0.564,0.323,0.425,1
1.0,0.32,,0.095,0.305,0.14,0.067,,0
1.0,,0.305,0.1,,0.1,0.0655,0.085,0
0.0,0.51,0.4,0.12,,0.347,,,1
2.0,0.505,0.4,0.125,,0.2735,,0.255,1
,0.585,,0.17,0.9945,0.4255,,0.2845,1
1.0,0.53,0.42,0.13,,0.3745,0.167,0.249,1
2.0,,0.51,0.15,1.296,0.545,0.3315,,1
,0.64,,,1.307,0.678,0.292,,1
0.0,,0.505,,1.2235,0.5215,,0.36,1
,,0.47,0.165,,0.504,0.241,0.275,1
1.0,0.295,,0.07,0.126,,,0.035,0
