sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,class
2.0,,,,0.4495,0.165,0.1125,,1
0.0,,0.435,0.175,0.982,0.4055,0.2495,,1
,,,,1.0195,0.5315,,0.2475,0
2.0,0.485,,0.12,0.599,,,,0
0.0,0.585,0.455,,,0.345,,0.315,1
,0.4,0.3,,,0.1335,0.0465,0.0935,0
,,,0.165,0.804,,,0.244,0
2.0,,,0.115,0.4405,,,,0
1.0,0.245,0.19,,0.086,,0.014,,0
0.0,0.625,0.5,,1.273,0.564,0.302,,1
,0.535,0.405,,1.2705,0.548,,0.337,1
,0.395,0.3,0.09,0.253,,,,0
1.0,0.5,0.385,0.12,0.516,0.197,0.1305,0.165,0
,0.445,0.33,,0.347,0.12,0.084,,1
,0.51,,0.12,0.61,,0.131,,1
,,0.185,,,,,,0
,0.615,,,1.059,0.4735,,0.274,1
,,0.56,0.215,,,0.299,0.47,1
2.0,0.49,0.395,0.135,0.5545,,,0.215,1
2.0,0.635,0.495,,,0.445,0.3115,,1
,0.525,,0.135,,,0.1525,,1
,0.725,,,2.124,,,0.85,1
2.0,,,,1.829,0.7035,,,1
0.0,0.485,,0.115,,,0.0955,,0
,,0.39,,,0.2595,,0.169,1
,,,,0.534,,,0.143,0
,0.29,,0.06,0.1115,,,,0
2.0,0.715,,,,,,,1
,,,,0.4385,0.184,,0.1125,1
1.0,0.475,,0.105,,,,,0
0.0,,,0.13,0.6975,0.3075,,0.18,0
,,,0.12,0.625,0.3265,,0.16,0
,,0.5,,1.2645,0.5635,0.3065,0.3425,1
1.0,0.455,,,0.452,0.2165,0.0995,0.125,1
,0.375,,,0.196,0.085,,0.0585,0
1.0,,,0.07,0.1245,0.0505,0.0265,0.038,0
0.0,,0.51,,1.2415,,,,1
0.0,0.64,,,1.2355,,,,1
,,,0.215,1.498,0.564,,0.425,1
1.0,0.32,0.215,,0.305,0.14,0.067,0.0885,0
1.0,0.41,,,0.2645,0.1,,0.085,0
,0.51,0.4,0.12,,0.347,0.1105,0.195,1
,,,0.125,,0.2735,,0.255,1
,,0.455,,,,0.263,,1
,0.53,0.42,0.13,0.8365,,0.167,0.249,1
,0.615,,,,,,,1
2.0,,0.495,,,,0.292,,1
,,0.505,0.165,,,,,1
2.0,0.6,0.47,0.165,,0.504,0.241,0.275,1
1.0,,,,,,0.0275,,0
,,0.48,0.165,,0.4835,0.221,0.31,1
2.0,0.54,,,,,,0.2235,1
,0.615,,0.155,1.0805,0.52,0.19,0.32,1
,,0.315,0.125,0.388,,0.09,,1
,,,0.235,,,,,1
,0.565,0.42,,0.743,0.31,0.186,,1
,,0.35,0.115,0.487,,,0.125,1
,0.52,,0.125,,0.372,,,0
1.0,0.32,,0.085,,0.072,0.033,,0
,0.575,,,,,0.1715,0.1965,1
1.0,0.405,,0.095,,0.1785,,0.0855,0
,0.545,,,0.8145,,,0.244,1
2.0,0.47,,,0.5225,0.201,0.133,0.165,0
0.0,0.655,,0.175,1.5585,,,0.385,1
,,,,,0.0795,,0.055,0
1.0,,,,,0.1335,0.0725,0.0935,0
2.0,0.68,,0.17,,,0.306,0.395,1
,0.625,0.485,0.135,1.3025,0.61,0.2675,0.3605,1
2.0,,0.46,0.16,,,0.1935,,1
1.0,0.5,,,,,,,0
,,0.45,0.175,1.0985,,0.215,,1
0.0,,0.475,0.155,,,0.19,,1
,0.44,0.34,0.12,0.4995,0.2965,,,0
2.0,,,0.14,,0.3065,0.137,0.2,0
0.0,,,0.195,,,,,1
,0.475,,0.105,0.4175,0.1645,0.099,,0
0.0,,0.485,0.205,1.2315,0.4525,0.238,,1
,,,0.12,0.664,,0.147,,1
,,,0.16,,0.497,,0.315,1
0.0,,,0.185,,,0.2955,0.341,1
0.0,0.465,,,,,,,0
,0.615,,,,,0.3115,,1
2.0,0.365,0.295,,0.2555,0.097,0.043,,0
1.0,,0.45,,,,0.18,,1
0.0,,,,,0.417,0.199,0.24,0
1.0,0.49,,,0.591,,,0.1775,1
,,0.31,,0.2965,,0.057,,1
,,,,0.378,,,0.089,0
1.0,0.44,0.355,,,0.231,,,0
1.0,,0.24,,,0.0825,0.0445,,0
,,0.29,0.09,0.2745,,,0.078,0
2.0,0.605,0.475,,,,,,1
,0.495,,,0.614,0.2855,0.1365,0.161,0
,0.615,,,0.923,,0.1825,,1
1.0,0.35,0.25,0.1,,,,0.1255,0
0.0,,0.5,0.16,1.3825,,0.304,0.3195,1
1.0,,,0.145,,0.2895,,0.22,1
2.0,0.455,0.35,,0.4835,,0.144,,1
2.0,,0.465,,,0.5245,,0.275,1
2.0,,,0.175,1.4105,0.691,0.322,0.3465,1
0.0,,,0.17,,,0.3375,,1
1.0,,,0.1,0.3295,0.129,0.07,0.11,0
